train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.409610284901396,5.240140541525188e-06,-3.3088086627678533e-05,-3.2478233074585233e-09,3.5560049352633236e-06,8.769589151757259,8.904722213911253
1,gov,6.106606176171686,-3.0491296741523997e-09,0.0002298827260282373,0.013545025016985424,0.009689565022082163,10.33994261905246,9.752960029812037
10,flores,3.7402798978701366,0.8061151587877468,-0.002771879682708188,-5.563184966358243e-10,0.002095603178805406,6.113462565087194,5.653209853077763
10,bible,11.919225444232262,-6.114767629212577e-10,3.554152602861915e-06,0.05711514314805812,-0.02034707654851808,13.395956773085127,13.499538459010262
10,gov,15.518208007595286,-5.7612924444109565e-09,0.0003133075317257538,2.6480408594725193e-05,-0.0002955889751771394,17.13145708109588,16.94759778401452
25,flores,5.947963928517758,-1.0822930309926308e-09,6.912715748985985e-06,-7.041816277254585e-07,-0.00032582388781005864,6.941532999409514,6.961625268251012
25,bible,14.401947651744164,-5.22116079223344e-10,6.8355739984642e-06,-0.0007306751283232167,0.0005130220136638729,15.14838178884681,15.586443550338625
25,gov,17.59673502309773,6.314081329076286e-09,-0.00025384467756128706,-0.001118532715902479,-0.0010795552232634787,18.980835572230923,18.84223125522093
50,flores,11.852790248221876,-2.7777523224582653e-10,-0.03532021103154172,0.010248770729919749,-0.040530636034345854,4.15314709291472,3.576173454806678
50,bible,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.28839599965098,-2.4798017749017717e-09,-0.009172812723650252,0.22673931701571384,-0.011897165968806744,6.1026510578392035,5.266503664229736
