train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,flores,0.4750683590788874,9.668285010945145e-06,-1.284464918613452e-06,-4.845455385365928e-10,-5.957082991351262e-05,-1.119694783994992e-05,-0.002029822947255219,2.375340980530978,2.33845346680718
1,bible,1.6200401038533365,0.5080791933550162,0.22938939993592447,0.3361426142956762,0.7400152689048076,-7.939236996971578,0.4574527137791857,8.291009548876932,8.58103516888425
1,gov,2.1076251363646152,1.1181520711987492,0.9694630321496222,1.174337557593169,1.2395987046815857,-7.257326689414836,1.3936756471110488e-08,9.473668303385777,9.818278964777155
10,flores,0.12019134690949773,-5.887414208554518e-09,-0.001995426262085492,-3.2842219612323187,0.23191991425106714,0.0021301238362459274,-3.5724615618495554,4.997052734054543,5.283364906648516
10,bible,2.9135005344937874,0.589946713822444,0.4584454314264243,-0.1686153763780877,1.4985822457289775,-5.228911226715767,0.6749707493173226,12.998459054224208,13.417378077154359
10,gov,4.632760264970431,1.2291564277796259,0.9429016145304923,0.2985907530309204,2.159871601136569,-3.1622645803664544,0.843204990245355,16.866603050425173,17.432036322930156
25,flores,0.18028125604187484,0.30016875479221855,0.2103563058297554,-2.8521635619266035,-3.3824293995819477,-2.8935212158410486e-09,-3.3248107155438977,6.056252825386126,6.3806985957125715
25,bible,3.468109332988216,0.6456465522915594,0.517130421243775,-0.1720701420284423,1.57836893353515,-4.541407821432757,0.7112272539547673,14.828810155781724,15.315934123026537
25,gov,5.51876297138738,1.4644895497348323,1.2460454710298283,0.2727767892118573,2.4167474440555345,-3.129641933293194,1.0347952647630494,18.72511105785319,19.356059842176887
50,flores,1.1302319975339394,-2.106142134124436e-09,3.160670531862571e-08,-1.6913136763266488,-3.5946930677440108,-1.589068323212014e-08,-7.835001449973863e-08,0.04297244555761951,2.6356842534657563
50,bible,0.3597573012503368,-5.341529500151627e-09,-4.7255178276244686e-06,-0.0015073678008300357,-0.00047651962572607285,2.4838190761848536e-05,-4.82119790651159e-05,0.8729829147640688,0.8598827738977963
50,gov,21.008317919426425,2.587572781037302,3.4528656831222397,2.4275563944484158,3.277908231920082,-2.6628111094637825,4.136591891314466,1.5944550983681094,9.739029196492366
