train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
gov,50,bible,1,flores,3.3102455388497414,1.0780420446379306,-7.930345638481097,-10.279848182585937,1.7343823639777805,0.775260247555307,-0.07652281678647611,0.6795337577354861,-0.26297691297994036,-0.6961893776720661,1.6511315147671745e-10,0.594468377777328
gov,50,bible,1,bible,16.92889834417756,14.02973057772067,12.855891973296961,10.800866145794945,6.873503556349139,-12.927602394846204,-14.505925796141854,10.665165811280778,7.194599243984094,5.234024169141478,4.055106859481107e-09,3.890810356746222
gov,50,bible,1,gov,3.3738496268972153,-3.7880955030323027,-5.002253771662721,-5.175192729287155,3.8750007835083933,0.40874381322834763,-0.6094516650965339,-0.43084528430861185,-0.25893119440351475,-0.6697681975969829,1.451729497737793e-09,0.3556185333679871
gov,50,bible,10,flores,10.319798790370472,-4.7311832753558445,-2.134548466834748,-8.70419053342665,-3.8203203588936603,0.37614721206207846,1.514996551455174,-0.8805822648265551,-0.6318923620592849,-0.7817803428578203,1.1788433348164167e-09,0.6699921043379385
gov,50,bible,10,bible,18.1842087398024,23.18160484092313,21.376899933063452,20.11407182432165,19.302965408165814,-16.57102768213884,-23.549082242216112,0.6562700234472664,16.195331456073802,14.529505303567596,5.202523466308434e-09,5.144657676667269
gov,50,bible,10,gov,1.1522501565363508,2.2805614227913207,3.387301640586444,6.586161324915081,0.641593121507647,0.26661851776547996,-0.054674657658608954,0.15255245034279546,-0.27784499059322126,-0.5113939109973268,1.351904412512992e-09,0.07812855673469707
gov,50,bible,25,flores,3.6610282627835935,-2.873024298566526,-5.54415459441592,-5.525720497297455,2.0336795073955205,0.7859228259809632,0.17456351476906035,1.6505517710441693,3.291197591039475,-0.4490714595220797,2.0539106492718426e-10,0.3336596660456187
gov,50,bible,25,bible,23.144245202279098,17.138168830231393,13.146289283360025,31.2097944810651,5.445783838249786,-14.110722509102047,-18.68465354111066,33.41286885437494,1.8961592021875393,1.2489522894084255,1.0904929248519985e-09,5.38400213520726
gov,50,bible,25,gov,8.293092376449286,-25.447674991407744,20.686260948420188,8.453613272841913,6.248701058699185,3.8337020768711256,-1.3035922768639385,-9.274471139470796,-1.8413303005461268,-1.1239272639172007,5.313336879549185e-09,0.24438758193886206
bible,25,gov,1,flores,22.902325049164638,-3.8087580008354984,-8.89842011368383,-10.332945125149653,11.625507696958818,-1.747754771834031,-8.230543804714557,-22.999616165707366,-20.71090806472823,-13.520941225883858,0.04472135954999559,0.08944273356865377
bible,25,gov,1,bible,16.145678628665156,-2.2798887477164,-4.061372963212087,-6.870990759604927,-2.9557923675639213,29.443365268281866,-23.24228867399356,-29.420447197771203,-11.847148080403235,0.5768932423091376,0.581377674149947,1.1627553486866735
bible,25,gov,1,gov,39.81913587506547,15.444283965027358,18.56135193246087,-3.144800436853222,-40.60368415030267,-4.805542764716957,11.710041456676482,0.7066130958830269,1.7424701139167345,1.5504543459159135,0.22360679775025036,0.4472135959628548
bible,25,gov,10,flores,36.86250432801497,21.042852219237368,-36.023918616721225,-33.97422173545441,15.92387876984389,-1.1115348367462587,-13.768251887884817,-37.950785173136154,-32.8286206338928,-34.64643344841313,0.0670820393249927,0.13416409107415708
bible,25,gov,10,bible,25.178391841227583,-6.942919293632439,9.466960036634035,6.076113338693262,-3.16205460165683,-0.3316107801158543,-12.991840688531745,-3.5051953151907504,-3.625392939233388,-2.5865529934748714,0.9838699100999272,1.9677398260014243
bible,25,gov,10,gov,6.983309294090181,23.29279194001999,22.788482461714477,21.0328298694744,-0.361436912299966,-8.437564565934487,-10.371657625777758,38.56707422960454,46.42817593543838,-19.77513013412885,1.2745587471748865,2.5491175066567378
bible,25,gov,25,flores,40.50454366401908,-8.66117814698492,-21.28622438700368,-22.443870835601913,28.73841281079362,0.8323158753985309,-19.490710824467897,-39.113420545130715,-36.47188861216862,-30.016625257922048,0.11180339893958186,0.22360680319186466
bible,25,gov,25,bible,12.774617425838604,8.38913454818219,9.820776517961411,6.3824309873168295,3.0063725473464,-6.375719085178805,-13.613470841545256,6.701972553936824,1.4214662923186512,0.8189219997701704,1.0733126291998998,2.1466252595081103
bible,25,gov,25,gov,-7.503471362133106,27.08320024831166,32.00766745137703,22.756444913622445,10.307849602307298,0.29081562393556576,-20.243689557983583,45.29901271964101,35.57219641218586,21.08229079461729,1.7888543819998333,3.5777087374997163
bible,25,gov,50,flores,26.017928011407534,-0.012393554059597543,-80.08295511556715,22.091916743080144,13.723976999665163,0.6273404751134244,-9.563071554114034,10.116936216822394,2.766172928905098,1.0923417381925506,2.4064843098839103e-09,3.69327733130679
bible,25,gov,50,bible,8.547584220779777,3.9908265158258844,0.0767946466961733,-3.379451270268179,6.01236492836942,2.1873336838189577,-10.39420628007192,4.901244433068802,2.6662053034896247,1.057067357647451,5.150625962107278e-09,2.0104250496207916
bible,25,gov,50,gov,18.53804970257521,47.30302601355915,47.42888198041966,39.03868503732927,1.5412570278554178,-12.44842198432917,-23.944374554760692,7.489185984546804,2.5089472264093917,0.43460577827691027,1.731154925004303e-08,4.571112311414699
bible,1,gov,1,flores,14.684465301146286,-0.6942504600474053,-4.139104090580802,-4.123884364325267,10.636910777076743,9.9640851114054,-20.874048907307518,-14.865081388206741,-20.20990285209312,-1.3188826187255605,0.7602631123499283,1.5205262316958779
bible,1,gov,1,bible,15.555608225075696,1.529432389699876,1.137859280638675,-1.407779085396452,2.4658735863065293,-3.859597850373045,-7.613519698524998,-9.556894156566015,-6.142557089910038,-3.765719747576254,1.3192801067248774,2.6385602060662894
bible,1,gov,1,gov,10.77311198118672,26.222621014104746,15.337809906593534,13.632732222736136,-3.9623565192386137,-5.775160217762836,-14.230567179562398,15.535929314567518,10.37678690029683,-5.539688692545826,1.4087228258248767,2.8174456513990185
bible,1,gov,10,flores,52.28873958804792,-3.6340797344297586,-20.21170835975345,-17.728616383297087,14.14723222571924,-20.162455883808626,-3.99947092371857,-44.88650378178675,-25.214867164936702,-9.359699132165247,0.44721359549995676,0.8944272014810567
bible,1,gov,10,bible,10.870548117597394,9.899959784916907,7.764809796769499,5.55906562716673,0.8084544004626463,-5.67933176952869,-11.261152476996179,2.7416232889741075,3.670669652078633,-2.867816371911306,1.2745587471748805,2.5491174935205336
bible,1,gov,10,gov,13.819282485613027,27.764696171134265,23.94472970288685,16.369342632484013,-24.6752040882054,22.623917446754472,-26.313741162852597,34.80104994549271,30.25689056094304,28.430070146202663,0.9391485505499151,1.8782971013780083
bible,1,gov,25,flores,41.77852537237412,-8.561376509184914,-20.962846402054232,-21.845597000131722,26.56883965242827,4.795767436751778,-23.682951101174318,-39.8391920185899,-36.89222753014104,-27.260134960156265,0.2906888370749777,0.5813776855401365
bible,1,gov,25,bible,8.99182714368392,11.175394808314275,9.924149452702606,8.140690768606232,9.576507912820187,-8.84176059824598,-12.648394100522538,-25.434081076607537,45.2672664564466,10.802650575396143,1.185116028075199,2.370232051881657
bible,1,gov,25,gov,8.831648470349478,26.837788184173593,26.769373039382238,23.314175836093685,-5.767128305146318,-6.221605058760343,-10.668569647135918,39.65728981078516,34.034134213247604,23.699495904837907,1.677050983124849,3.3541019665219673
bible,1,gov,50,flores,25.430135228294226,-17.731518946728293,-24.57667624434336,-23.334217325361564,14.012169991602185,1.8848615967160878,-11.658083664345128,11.379541160821912,5.5572374520339105,3.3851273421052,2.374533218879315e-08,3.797730000495913
bible,1,gov,50,bible,4.966686141534244,1.5574586665596986,3.975865232469796,1.174823713049545,2.61824538133817,4.256590411978711,-8.378511870152103,7.715783632728803,-3.561208918870633,1.5768953652158244,1.697330232476198e-10,1.2616370031837223
bible,1,gov,50,gov,20.640858369581544,46.29622384750407,45.84683157442905,37.661825400895935,1.9974481158769517,-13.22366500900532,-25.41420090154512,8.43875450415294,2.9268835529181283,0.597004584049478,1.2485875110310563e-08,4.8527472122471025
bible,10,gov,1,flores,20.99152863447777,3.442404082148221,-13.863733669184414,-13.398128361460785,12.55774544951803,-4.4295573714139636,-7.432319720747193,-21.938957993643854,-21.371555772418716,-9.732303970892955,0.22360679774997874,0.44721359897591845
bible,10,gov,1,bible,12.01908856134819,7.369035933541608,-9.228691581109628,-7.381840894156848,7.5756425020762785,2.8471749070443613,-9.404160187069424,-21.585618591786048,-9.39107375684088,-13.758460503665962,0.782623792124927,1.5652475940833261
bible,10,gov,1,gov,13.745367398119107,23.13182390078979,7.530491417951186,3.3897094890129016,-12.396806683797049,12.878485194606272,-12.757311894527449,4.943526148835114,2.7402959398914097,1.0493700044986747,0.06708203932499503,0.13416408228880922
bible,10,gov,10,flores,42.70013442709062,-31.08486622737421,-8.929617509363116,-10.541230368199095,32.61829046719328,-2.422518216946295,-18.6404134231015,-38.94868724868214,-28.32474809671781,-41.821388458814745,0.15652475844722252,0.3130495168606201
bible,10,gov,10,bible,14.506189870335026,14.887293815297497,-12.138194547511603,13.148044367622362,10.06257219422143,-8.539209999964353,-13.408883086260502,-15.12665689345971,12.554045184604087,12.402229998639818,1.2745587471748796,2.5491174943650843
bible,10,gov,10,gov,19.759495084432558,23.36811708000867,21.890764120057884,24.782465170145446,-33.58142857584919,15.941747025325691,-15.390365690722895,40.215082077684094,48.53131769459538,-30.235144965724285,1.1627553482998898,2.3255106820732925
bible,10,gov,25,flores,41.8236042012025,-8.450763902377233,-21.516377213325967,-22.396945886090776,26.187072207092374,3.6600330182150653,-20.162780660307345,-42.19335018821734,-37.98106494044751,-26.94568528126111,0.20124611797498237,0.4024922327200718
bible,10,gov,25,bible,11.683261864487235,10.229058107510818,7.988294098561348,5.4767240174449165,3.059200741399298,-6.666569217081767,-13.798051594853948,7.871720365737224,3.7418414842542633,-2.6784016494723257,0.9391485505499123,1.8782970961848449
bible,10,gov,25,gov,6.93175764921634,27.456406192608572,27.611568184362405,23.814144329702046,-2.1363457675320716,-14.12556460040942,-5.728812579538145,42.268060691252295,34.350032438116514,21.451132540442156,1.6770509831248483,3.354101940299333
bible,10,gov,50,flores,25.35523097661186,-11.543959450436526,-62.4709685143313,15.672554623678135,20.421954014503385,-9.11968967233516,-4.831934906450499,11.851102392626785,3.829280229712441,0.8119739023080392,4.4837539508619015e-09,3.566789892820064
bible,10,gov,50,bible,8.289616818879745,4.395009038194763,1.0080889956414358,-4.94934827923639,5.702885611519378,1.4062319808206094,-10.10137504912624,4.938451845978574,2.920232763083442,2.018194122965311,3.9943080218339615e-10,1.9767678375993616
bible,10,gov,50,gov,19.660060979650837,46.39102627657818,46.113706500115406,38.33395228033942,1.6138314052243417,-12.715265780970627,-24.153072480558627,8.012859280078759,2.749994395863046,0.5253009803158216,7.406527360699757e-11,4.146248247260032
