train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
cc_align,25,gov,1,flores,353.94924804681546,-995.6826475173485,44.56218581152904,999.712100500929,-170.85160316633568,907.1724107229643,-999.5637593246721,0.9503968878663142,5.82786161546234
cc_align,25,gov,1,bible,357.0574507704887,-992.9480309289632,212.62313878842272,999.9983679642919,-358.0731104984128,992.5378990236941,-844.2304594048386,0.08998168124987166,3.337641750147677
cc_align,25,gov,1,gov,278.5954331217364,-999.9956226625861,206.98312482164604,999.9507698455586,75.2405838369324,643.5837995374442,-999.9917923669436,1.3699733973687178,4.782792751792005
cc_align,25,gov,10,flores,372.3443700175655,-999.1902479719928,-89.47802691531254,998.7917275927317,-80.63535747362525,816.5307850370307,-999.9999081460192,0.5270293270161802,5.271508234983067
cc_align,25,gov,10,bible,370.13716703713425,-992.724842654933,229.7483490316719,999.6083532709146,-412.42359216296217,995.1962115020318,-766.0923239157158,0.4180079861936186,7.560543078621839
cc_align,25,gov,10,gov,223.1435159974701,-999.9999651885554,285.918535531052,999.6933738133579,320.3514881243771,340.72236053504434,-963.8362924627444,0.9283429707795591,3.552155312038123
cc_align,25,gov,25,flores,380.0379250257349,-999.9998778110925,-99.85695232006873,999.9995673525716,-94.93025585841829,831.1059500142011,-999.9896419612762,0.3420371795319102,5.359965577239831
cc_align,25,gov,25,bible,370.9994791434567,-995.2174393773116,224.20456961503675,999.9979752681196,-405.8449842924633,991.7868311568479,-767.7567486883579,0.4126565830350924,7.523290547828853
cc_align,25,gov,25,gov,204.6691118537084,-999.790543322441,292.58189846485976,999.9999395002684,404.82727765597684,275.45871889116535,-999.6747478931153,0.8025091242295237,3.0611511877289717
cc_align,25,gov,50,flores,82.14787868477745,-63.511492422894605,-74.120939889493,-65.86419331342313,-33.393619662876986,9.00138342435124,30.517439994685542,3.6534045957580896e-09,8.388739569223771
cc_align,25,gov,50,bible,19.95585080481616,-17.834725284207963,-22.78522484776385,-16.640383023052056,-5.898496298230224,4.825604811187505,11.45051441019205,1.8728529306907144e-10,2.42677776756131
cc_align,25,gov,50,gov,-114.02389886416104,187.28146644753528,183.29722062285748,182.8135559957783,38.40649421660062,-48.00794181715664,-77.31011659934707,7.586378078204048e-09,22.542405637110747
cc_align,25,bible,1,flores,361.5022434324853,-995.6873985338053,233.5304684373636,999.9979490253342,-382.6028962143068,990.849834452438,-807.5260173329933,0.2846617867596569,6.851228270822621
cc_align,25,bible,1,bible,298.66381376929536,-997.8473971092382,312.4489726293223,999.7582439587794,-129.96762536695564,842.6278356336915,-999.645884722963,1.628574048869307,5.837152564760422
cc_align,25,bible,1,gov,358.8523251910396,-989.6941047383675,236.17171277977488,999.9975247032695,-386.745311905597,992.1916334340585,-807.4518165136394,0.16510747494901237,4.5084158826452025
cc_align,25,bible,10,flores,361.833674176272,-989.4776052187857,192.59896691091066,999.9976330756383,-358.6967999630057,989.9122253157229,-837.6372195242219,0.19088355568327345,5.9822279487315315
cc_align,25,bible,10,bible,281.27912576712635,-998.2197991799668,384.5291560876167,999.7737028746075,-74.15970872266047,772.685476567995,-999.4036511914298,1.5052255297656396,5.5319278176289695
cc_align,25,bible,10,gov,353.3894019953047,-994.6585517774735,201.10588359723891,999.998222290935,-331.52536765701007,990.8850497738453,-881.524584635439,0.28448719529463207,6.822860076516115
cc_align,25,bible,25,flores,368.0931519518049,-999.997769218994,207.5734951873303,999.9989884479063,-377.02674425378115,999.9999782653691,-821.7859863492451,0.15351257574033558,4.8215760216320325
cc_align,25,bible,25,bible,289.78792938006666,-999.291206400021,401.9461804875314,999.9988186451038,-109.11281705775416,808.4979090393524,-999.2651393582681,1.383377892563095,5.654148819919912
cc_align,25,bible,25,gov,355.8829242775267,-997.5182007558689,200.44316394234662,999.6276377705931,-334.98745393402965,995.0188198991978,-880.511628965584,0.2775870876906695,6.823488472939485
cc_align,100,gov,1,flores,369.684556629257,-999.7748723689849,69.20345536732113,999.9984817813729,-250.5729197735288,989.3783783631396,-998.7585329510613,0.8095323374041695,6.1916336904366585
cc_align,100,gov,1,bible,359.2665194882269,-999.934277107904,219.78307775855438,999.9936908442443,-360.30760911224263,999.9878655820222,-852.0827232332224,0.08977040564460713,3.725211795235582
cc_align,100,gov,1,gov,278.6634714775941,-943.1310147551204,218.8405332921576,965.5390085700568,-22.121831363155078,712.0382240298538,-957.9878729814408,1.0883796850715768,5.2665244329267935
cc_align,100,gov,10,flores,370.3938428972887,-998.2536501803935,-67.55260064168127,997.7527006053299,-89.79977918522226,825.6331237067819,-999.7123515002977,0.7807332804756514,5.319998533029546
cc_align,100,gov,10,bible,363.562804038199,-999.9952121462754,240.06052960215132,999.9976773853089,-385.8692968261635,999.9568601186475,-811.6101721927168,0.5143187697289624,7.318208381155929
cc_align,100,gov,10,gov,228.10792113423824,-999.9998804833473,299.4962451526725,999.9999490082389,278.10097790406405,412.26179947772516,-999.9971186247193,1.0341474925403629,3.7225016057730627
cc_align,100,gov,25,flores,394.3013668439602,-997.7638162498596,-48.91767671055866,999.9999967080412,-210.20566685207632,951.5682643915779,-996.7965120077965,0.5883483035636088,5.961291331461559
cc_align,100,gov,25,bible,366.97888475199903,-996.5740095278621,248.63448970744804,999.6274468754534,-407.85331621102665,995.2002563792948,-770.8285991628687,0.5117700755498743,7.538253287644786
cc_align,100,gov,25,gov,206.2613088995321,-999.9357224634164,324.0741601903076,999.9972501849239,368.25701389423165,313.1016839084573,-999.7429032118898,0.8635804914649559,3.2278326201748277
cc_align,100,gov,50,flores,91.90738892296918,-68.6544524024461,-83.90848349050859,-70.44772997801692,-39.638123643807354,-8.816937270031554,67.87750445112133,7.665216701807473e-09,9.058084796306675
cc_align,100,gov,50,bible,15.926679086399545,-16.63548828110224,-15.556049215862284,-17.56332231324718,4.645824180947308,3.1048108455950225,-4.388398160334132,2.16332608441407e-09,1.821937465025863
cc_align,100,gov,50,gov,-116.18635397530029,186.54380614130787,187.5860086266196,184.16084786912967,32.12616098796235,3.252734199554574,-140.5020129889638,3.951383108121441e-10,18.498313618974972
cc_align,100,bible,1,flores,363.3767580702615,-994.937316943178,233.0521149331525,999.9983071494382,-389.41608944973456,991.8067999999558,-798.6195289678146,0.24719393100828116,6.567855254785616
cc_align,100,bible,1,bible,299.98565485897586,-999.9996702747939,327.8512852270244,999.9983235537413,-141.27754523489088,851.4994976921037,-999.9888609754986,1.4478781032368722,5.825445681968798
cc_align,100,bible,1,gov,357.3201415430284,-980.0953950101141,218.5579852440363,999.9974302400077,-382.400549337414,989.3583509970838,-808.5735196160434,0.1571540680418498,6.874792895815711
cc_align,100,bible,10,flores,366.87019487993985,-999.999791228997,211.1874346035435,999.9999829326571,-374.560312577222,999.9973237599706,-826.082069279768,0.1931614757738199,5.411863785352759
cc_align,100,bible,10,bible,275.2688562195,-998.2814569589567,388.89038852460993,999.7757205441619,-49.402622455462385,745.8415458974168,-999.1235054413482,1.4613912136468323,5.287545221011433
cc_align,100,bible,10,gov,356.3948155929086,-999.9984360712123,214.13190307633153,999.9985153720036,-344.3575761202258,999.9611016643496,-873.6076601070814,0.3206721648349014,6.919272890581062
cc_align,100,bible,25,flores,363.6140987355801,-992.27597770899,191.31240762097158,999.9999886999216,-357.6915587337189,987.7438770524632,-830.7173075848517,0.22000495043314947,6.865095452473059
cc_align,100,bible,25,bible,291.94830056117877,-999.5763535216537,402.0787211131769,999.999994027037,-115.07318745937201,813.0774912887337,-998.9609476582219,1.4094537830399492,5.691826919796236
cc_align,100,bible,25,gov,357.24902450981654,-999.3445130202798,213.74296225199902,999.6325927716043,-348.09890153406917,999.9384839879062,-864.9250722662771,0.3194446919649137,6.9612546036978395
gov,25,bible,1,flores,368.1684543466157,-999.9999995109337,205.04593748208683,999.1932666540006,-376.7725785657484,998.7806995132256,-824.9288381420321,0.049242049799448476,2.694490803374891
gov,25,bible,1,bible,302.30535609209977,-999.9992299457401,287.84828308360994,999.9981934614782,-111.38058932187178,819.8576593838026,-999.9684087154872,0.9848162321822848,5.545419011458887
gov,25,bible,1,gov,367.00323225799,-999.8246140385091,204.7538761398015,999.3208375158333,-372.65031248729144,999.9999999367732,-833.1071252335598,0.053409457824224064,3.393337204429735
gov,25,bible,10,flores,364.8896552028869,-999.999995548717,150.06897836323938,999.590615398132,-319.21054200758954,999.5048356091573,-906.5743044231982,0.019880630200465627,4.0522675789011116
gov,25,bible,10,bible,271.07883262279216,-999.9955844938909,368.44487680326796,999.7986444379524,-3.3857575725145552,693.7947136235952,-999.854944771246,1.2858746248148454,5.124612951441671
gov,25,bible,10,gov,322.44575380867917,-963.6506941896387,116.43165678443222,997.9689361179827,-190.77403835291898,937.8654495578949,-999.7885801826028,0.22978726580737527,5.498592188642294
gov,25,bible,25,flores,272.5064401905427,-781.4708909028232,33.35052907033106,831.967395236019,-92.9402693011488,489.0037848935185,-525.392001844275,0.03490884622403713,3.2912442732611846
gov,25,bible,25,bible,300.0291749839534,-999.9972438508901,387.0827915712313,999.9139354694092,-135.84697915603587,835.1769731967984,-999.071121436485,1.3728647799942237,5.779314418354391
gov,25,bible,25,gov,338.25680544163527,-999.4319559845562,145.4464478618316,999.9982286610046,-217.2051659367254,970.0542265794755,-999.3814223848832,0.5282757017931083,5.9348573694622635
gov,1,bible,1,flores,363.42469094346575,-999.9999809776627,210.16047470491665,999.9999949421361,-366.74150751473155,999.9995331374085,-841.0636510666468,0.324065856992994,7.117663154776755
gov,1,bible,1,bible,293.8582777312213,-998.3563859809699,292.2010766249062,999.7023542623276,-93.0715953000985,804.0877096739955,-999.5004928373995,1.8073981972313202,5.7257926275870545
gov,1,bible,1,gov,343.7490570777048,-998.4453440384844,241.92136715850515,931.7732651504562,-290.87083561269935,962.3511682067195,-895.8163219925299,0.45803685602317384,6.6108416808190285
gov,1,bible,10,flores,345.6937143758593,-985.6300999368104,196.78018048485364,929.0654236979354,-282.1507954064759,971.2385968822867,-921.9060113190335,0.2875517117692132,6.468864940875112
gov,1,bible,10,bible,264.63211301813266,-999.9967874230529,352.47308242845145,999.9992428343246,35.24195492470916,655.8731152462191,-999.919042242128,1.8598863258675193,5.156538973817546
gov,1,bible,10,gov,317.75277012253235,-999.9998653710578,157.69624938696543,999.9992701772264,-136.20443928111894,885.6758424256764,-999.9904635054186,1.1037766490999878,5.696066529979959
gov,1,bible,25,flores,360.27444250191684,-999.0387156115017,151.31292452398057,999.6859582651422,-306.87282548294917,998.6705039176977,-920.4773281200189,0.2289866431436738,5.760290203402571
gov,1,bible,25,bible,273.5852702762856,-999.0709428585903,369.01842042632205,999.8485509188383,-5.112661903147311,697.2898914216665,-996.5711800651899,1.6113121092154974,5.2057686436722355
gov,1,bible,25,gov,330.87480048133904,-999.5955183264813,166.16146926731292,999.9984462120685,-204.32090915608484,959.9388073250312,-999.2675508585914,1.4669044223688787,6.127586216911627
gov,10,bible,1,flores,364.4503513085065,-999.9992776712629,203.65280992417863,995.0235420884866,-359.64202593329986,991.2160600511668,-840.7398193354097,0.11881655311677387,4.053978685157883
gov,10,bible,1,bible,306.70183818933833,-999.9996783843796,276.3277894650324,999.9999999915326,-121.72628360129382,831.8854866430887,-999.9888595439311,0.9619386067522884,5.588658562102793
gov,10,bible,1,gov,356.75678565864604,-973.0594585143527,168.6037700635766,999.4800995952304,-351.13108399357776,990.6527447195821,-850.6657914032296,0.15475716606226222,5.570835207535206
gov,10,bible,10,flores,363.888366718411,-999.880447085768,161.65068876005512,999.2211614527013,-324.0446519044611,993.8347839636871,-891.593998395571,0.06336451566999088,3.353750269588402
gov,10,bible,10,bible,273.6220065435551,-999.9955948932967,348.3495426259331,999.7791363975524,2.7570935851574725,689.1848895047843,-999.83803755232,1.3550550673060553,5.114469484594355
gov,10,bible,10,gov,319.95641920459616,-996.0121190635587,153.5122868919639,999.8580502457862,-147.56995127566307,891.5986914134342,-999.1375373311638,0.5789235766804839,5.643372943789624
gov,10,bible,25,flores,364.4106300397711,-999.9808649978229,149.48447134317115,999.9976013037177,-317.72070560839467,999.9989504896464,-905.7321081811981,0.05574719192660029,4.095967788820963
gov,10,bible,25,bible,294.9992125574642,-998.4619364830703,404.6090211637748,999.8274090605495,-136.11530763106606,835.753272127992,-998.940127786747,1.4360795770622095,5.805708116652018
gov,10,bible,25,gov,329.19124330554104,-999.6004367506733,186.8969850693068,999.9982389090815,-215.9947589087902,966.184832021177,-998.9960344012329,0.7838547689347762,6.018859851671634
gov,50,bible,1,flores,19.658426557234876,-17.737332923753442,-20.069841721833647,-23.89264321375639,-6.646174387865777,2.6595855539611364,9.307541562429757,1.3624798649111492e-09,2.534247539688347
gov,50,bible,1,bible,-30.411883414717483,60.24883283035981,59.89170966415761,52.754998303184074,14.409843943156549,16.403287035445167,-95.16575828706685,5.161479869932565e-09,7.877774320663131
gov,50,bible,1,gov,17.53909154328095,-14.523659776404788,-16.250766078183947,-14.224307300744801,-12.487659259685996,6.99975791289551,11.196910121266882,4.463473927196046e-11,1.9098510258206391
gov,50,bible,10,flores,18.895422890462196,-15.680686931531936,-18.15475073806165,-15.181634139151617,-8.614727026457727,3.1373006135997388,9.401647770645834,5.2811372088365643e-11,2.1250394577204967
gov,50,bible,10,bible,-55.643264367117894,99.44452213797764,108.21571272229916,86.85554938422456,35.17814395250879,-41.12267777563511,-65.12404325563493,3.249491100974959e-10,11.408127716611073
gov,50,bible,10,gov,-6.932366974215256,12.212929074665166,15.87666245532458,10.733450790145392,5.019175046193316,-1.9661306773201719,-4.100077569748372,9.745536429865897e-11,1.399302042987371
gov,50,bible,25,flores,18.780529371045105,-15.371661851783326,-17.60037845101822,-15.035018950137363,-9.605956004667894,4.920266061232243,10.973792053175458,4.1694590243947906e-10,2.0803676060475347
gov,50,bible,25,bible,-45.45004531297629,94.6188000329943,100.72862253306388,80.44613915360364,28.50190157223382,-34.281345956121,-61.314145678029774,2.628249006710177e-09,12.600176116878576
gov,50,bible,25,gov,2.804981900666445,2.0359175614908285,1.68744044171591,1.5312277274804802,2.499675028902327,2.2674811363669782,2.185923314374413,1.2544139406656382e-11,0.047265934451148704
bible,25,gov,1,flores,365.1953215108973,-999.9465827059021,70.70514781891725,999.1690539370304,-243.653978480236,984.3849563439722,-999.6505725473933,0.17934025932511177,5.439257004598849
bible,25,gov,1,bible,366.81016343904867,-991.7754985040851,118.54837471046508,999.7043317484917,-313.20834043606357,988.511275500268,-896.4169860009794,0.4656242272561204,6.722327839006967
bible,25,gov,1,gov,310.08349315453114,-999.9999897716089,217.37751504851389,999.9989860078252,-79.76918868265375,809.0762082047298,-999.9962709504224,0.4420559458105031,5.296411709546799
