language to,c0,"c1,1","c1,2",rmse,kfold rmse
ka,5.9853249154711055,16.453392104503916,-5.906667749462919e-09,10.886761669376932,10.928446237876154
gu,9.666490288280048,14.150609287259615,-4.780629799245765e-09,11.509946908071521,11.593037249291552
hi,9.538847359128226,11.638257773924856,-0.8134827616676976,12.15765770116356,12.31976379234192
si,9.590909313008742,15.968377202368544,-3.8477662496326226,16.475980394248502,16.831289180251098
ta,8.097169821174985,10.64856081640119,-0.15562027020377184,13.425969022050639,13.692853229666062
