train set 1 size,train set 2 size,language to,c0,c1,c2,rmse,kfold rmse
25,1,ka,20.906890080431438,-37.34468561349622,0.0,5.869106822267378,5.95689631572724
25,1,gu,26.438410196370537,-45.30005777414256,0.0,6.7356506959821045,6.83667643974864
25,1,hi,27.31843433974144,-51.773350592524956,0.0,6.348021371147328,6.41327593663607
25,1,si,30.784216852550674,-56.30639313979988,0.0,8.560852497091197,8.647808133557476
25,1,ta,24.749551621403462,-46.91158332413954,0.0,6.986904173278779,7.0862921405045425
25,10,ka,35.57103816242002,-65.24486355870158,0.0,8.829570385341142,8.958061956867196
25,10,gu,41.22974787681114,-73.01190276538948,0.0,8.36433934738009,8.500855500005036
25,10,hi,43.479118621679625,-85.52968663815183,0.0,8.329070706796584,8.439430547484188
25,10,si,52.945926882127914,-103.43758778573408,0.0,10.699319078999505,10.876222678123332
25,10,ta,41.6614687137828,-82.80201847188602,0.0,8.46925338281827,8.631898439116863
25,25,ka,40.002732678326794,-73.50890802555162,0.0,10.083277734059644,10.218003014856752
25,25,gu,45.788050756126026,-81.43056666748802,0.0,9.100202164344184,9.24058404135311
25,25,hi,48.34864396996118,-95.81891421237717,0.0,9.014451593230238,9.117403650037192
25,25,si,58.681724771734366,-115.19702011152889,0.0,11.70297199051804,11.9060575983514
25,25,ta,46.74375751788231,-92.68916223581779,0.0,9.14940081895161,9.320094095137042
25,50,hi,46.8793604151271,-77.1463240574066,0.0,9.537177872892363,9.887036513157705
25,50,si,65.56126367422213,-120.2614428836912,0.0,10.57065442168009,11.247361155630703
25,50,ta,52.10554515969827,-95.72992007595282,0.0,9.784397481863474,10.364271951031382
100,1,ka,35.257957568667855,-70.20444080921214,0.0,3.143113280608067,3.176210462797284
100,1,gu,39.67404311328941,-74.52872864109324,0.0,4.4251348665290315,4.460418244636401
100,1,hi,42.89937562917931,-87.75533290105263,0.0,3.0178075529832604,3.0403004517957273
100,1,si,48.198919641776534,-95.1590867542059,0.0,4.633531462049149,4.787720157987999
100,1,ta,38.62035226915187,-79.54887611558135,0.0,3.707377901181343,3.734938637409889
100,10,ka,50.63772530369145,-101.13763422322475,0.0,3.995633670983291,4.067904538236988
100,10,gu,53.73523016482673,-99.96626422462286,0.0,5.470595670252192,5.512225604878249
100,10,hi,55.48951766449504,-112.60281147498625,0.0,3.9655690958596264,4.016910677509504
100,10,si,63.21571170782788,-125.38335125563458,0.0,6.329850212718199,6.543127161224626
100,10,ta,51.09096269771866,-103.61621566166369,0.0,4.5323072030422304,4.578734720219692
100,25,ka,56.88561289582854,-113.54061822471468,0.0,4.338670987217621,4.4262356844328075
100,25,gu,58.541582591786806,-109.04562465416682,0.0,5.617896668859208,5.656249247987376
100,25,hi,60.84450354713765,-123.84056045454642,0.0,4.076112193819148,4.134948707316691
100,25,si,69.20103852790614,-137.86996354715976,0.0,6.965870755435866,7.195926782897313
100,25,ta,55.85776049732759,-112.67816418922243,0.0,4.812057717406928,4.863159362322929
100,50,hi,65.11502492961907,-121.85448585164694,0.0,0.7876744007555396,1.6340481874919652
100,50,si,69.74307768646646,-124.57010457077406,0.0,4.595285174698551,12.585712389280063
100,50,ta,59.1883755790578,-109.06991038827725,0.0,3.3611740939089767,8.717503877398336
1,1,ka,15.160736614500214,-31.02783495902919,0.0,4.636569093829548,4.803029010257222
1,1,gu,20.665885673984025,-31.26949382869462,0.0,6.199562072458648,6.632947286216968
