language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,9.662840337372968,0.28078588355490786,-0.010370332960307267,7.74452342435423e-05,11.177734978932863,11.195087994245682
gu,15.054153566941793,0.0665683260015948,-0.004088805460395026,3.348817954798923e-05,10.839531702562809,10.878009272588246
hi,14.9014372772153,0.11451429842426337,-0.0060791745179286216,4.929825663479979e-05,11.755612379572094,11.789043738449495
si,16.200702033761225,0.09955229424073912,-0.005597650999359564,4.5780525169104044e-05,15.988415688380208,16.018446696954843
ta,13.542575621285373,0.08943862738908599,-0.004837664464639696,3.9593133690382426e-05,12.851690715499837,12.877452988511585
