c0,c1,c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
11.474998100303804,1.5694877916100238,-1.4948177226458677,4.017468914101773,0.9763275238962282,-0.13067568898484083,2.8681939157993637,0.0674287287143179,-0.6177338545191866,-0.200127808858098,-2.497618712398294,-2.266421522271861,4.017022274358761,0.13154337544364278,-1.6973415004660712,3.3124361893965255,-4.033221968300675,-10.644631877693525,-3.4400614776956115,-3.7849013579092263,-2.237022515148293,6.531090422303874,6.593196018126649
