train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,12.66265535262714,3.833558348532089e-06,-7.388906468561138e-10,5.795892736227524e-06,7.658907587924735e-06,14.691383657994542,14.75395150340226
bible,6.478793862386691,-4.241143190045405e-10,0.011735026034126452,0.051098851124850825,-0.03176595405872487,12.396974261105784,12.337695692134716
