train set,test set,c0,c1,rmse,kfold rmse
gov,flores,45.77417254050617,-59.827219018249025,4.782332304875672,4.819668971269791
gov,bible,10.643626113509429,-15.085607191792372,1.2128533865165583,1.219520139619888
gov,gov,-4.727919213454168,64.28445868655781,9.515923362515348,9.588269771641023
bible,flores,5.184500024671877,-5.4600070816782065,0.9731673553277042,0.979710841300815
bible,bible,14.516909232364323,18.824823873372434,7.086615437468665,7.153148270448758
bible,gov,5.1601869484702325,-6.90730033111799,0.7015309676264305,0.7054636979667825
