,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.0],0.17594235079680748,[1.0],2.03137944181326,[0.5],5.052510769434803
kfold,[0.5],0.34458822067309686,[-1.0],2.802553286572485,[0.0],9.895496802100924
