model,pareto,rawlsian,all
linear,False,False,13.705141872582336
poly2,True,True,13.673997218668202
poly3,False,False,13.674209745145756
exp,False,False,13.704738856129769
log,False,False,13.706598632419674
power,False,False,13.706283738004274
hmult,False,False,13.708776631475423
