train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.4192401190657495,-3.6282332196825883e-09,8.766835232358419,9.115206654953464
1,gov,7.405452276118062,-9.282287136553269e-10,9.940919343537363,9.740218248403972
10,flores,4.307188871683525,-1.933880735285051e-09,6.056597156279661,5.717263901161442
10,bible,12.339890684948212,-5.028099105923043e-10,13.314689128495,13.629793730012493
10,gov,15.693480205072714,-4.702694491109399e-10,17.106648554092445,16.95622852315649
25,flores,5.952577966141248,-3.507944311772385e-09,6.939857118406357,6.750282115707358
25,bible,14.6301043031929,2.73282744712607e-09,15.108923803106725,15.405676244146822
25,gov,17.68095819654367,1.2195300313263983e-08,18.97013698854998,18.827675110098117
50,flores,11.699997075717858,-3.0343345678040945e-09,4.235171932086691,3.576132603986232
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.903709175070865,-1.1489281441226538e-09,5.863897660743588,5.600641810639004
