,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],0.0,[-1.0],1.0786413235121193,[1.0],3.3454734758722173
kfold,[-1.0],0.13384246331047597,[0.0],7.064360809166399,[0.0],101.14990141823925
