train set size,c0,c1,rmse,kfold rmse
1,8.235410234488985,-0.146681652629949,8.114541395757621,8.117681975876666
10,14.352008388912662,-0.0841592143024617,13.547779452641754,13.551957101456082
25,17.038691324361995,-0.12471595474171025,15.168644153263838,15.174182621949118
50,20.840569062205898,-0.07030966575008032,17.22765597673564,17.445005830037466
