train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
cc_align,25,gov,1,flores,15.158523736524744,9.952631282905443,11.068246594790915,-4.495885882674911,-7.448453246234391,-2.017380576521805,-7.238908463096147,3.3474852435761824e-12,2.897236491743955
cc_align,25,gov,1,bible,16.986858804146976,10.781637583877972,11.631146764145786,-1.6913162159729362,-10.589603099630954,-3.6963234247407954,-7.949074914033169,4.897522541416131e-10,0.5504759917476534
cc_align,25,gov,1,gov,6.545588417463565,3.718661319881158,3.4544575750241746,-0.6110922355755798,-1.3182716303036157,-1.5356280140049607,0.21534216577544724,7.790127025936772e-09,2.0185141198192973
cc_align,25,gov,10,flores,6.533877802863879,8.809767235959297,10.060842632742345,-4.884162360798118,-6.48358082321345,0.8919853383290606,-8.775282140524306,7.2971830593741355e-09,7.586554147366024
cc_align,25,gov,10,bible,3.531360616229719,7.837050890495869,10.652229333329132,0.1695700180654282,-9.856318633059153,-3.1611390299077984,-0.7168483183631926,2.266620025151756e-09,0.5574039192447476
cc_align,25,gov,10,gov,4.199385553851786,3.2215123068890668,3.6455825428043847,-1.2126410126063931,-0.5031356334182271,-0.46507586012792557,-0.3354804966278749,7.235783746763744e-09,3.4783824378596453
cc_align,25,gov,25,flores,10.046127140102472,7.644612451403146,8.38934105652579,-4.462163266801428,-5.653101327846613,1.0940880069128107,-8.229372093662588,1.4625204940973056e-08,5.213127165835698
cc_align,25,gov,25,bible,8.298251150566282,7.168716507226162,6.476223295166207,0.815234167932645,-8.6295220521856,-2.766238988695569,-0.1793156715813437,1.2274042075723832e-09,0.5944948309175511
cc_align,25,gov,25,gov,3.734951238417819,3.5457576518295757,3.4904774988947653,-1.3608355943099184,-0.4941919332885176,-0.2260060289134891,-0.484667567278839,1.6357740108964832e-10,2.0906568844191464
cc_align,25,gov,50,flores,4.104038665030482,0.3113855354874831,1.1229337352220299,-2.5742735121090856,-1.456786187520541,2.384049302284696,1.2741093059253183,1.824448921762766e-08,3.162708590796065
cc_align,25,gov,50,bible,3.2030568162213555,-0.9583338918530062,0.05970590264054753,0.09819639185680462,-1.8812700791936083,1.892684525366293,0.05223524481570711,2.3028298681352856e-13,0.3646658628752903
cc_align,25,gov,50,gov,2.6982369432831805,0.8576661906524712,1.4042585252748419,-1.8605100817273066,1.5764725069825203,2.004662730929206,-1.4029288015479848,3.484234471505431e-10,7.875475777044647
cc_align,25,bible,1,flores,12.553774174719809,9.242617438613937,9.59854334903172,-0.30263896294252435,-9.730015952514828,-5.016338250674889,-1.1376721458635062,1.2658458808552677e-09,0.4740126276469802
cc_align,25,bible,1,bible,6.312320437295164,2.9146148157073823,3.7006663850008024,-0.5218572973645907,-1.0616500569632736,-2.442706505116972,2.314175962760513,1.437668534427169e-08,0.8046552230511315
cc_align,25,bible,1,gov,16.029262665271343,13.094374398669643,14.255915506387481,-4.84101011405481,-11.79321643816152,-4.366838090969556,-7.447499022814598,2.2366768638906357e-13,0.42809942639808124
cc_align,25,bible,10,flores,12.132643200904313,6.389881566939344,6.809876927947292,-1.23497592993596,-6.651896435153364,-1.4813629407373914,-5.01212874305545,1.2577808933984246e-08,0.8206837185972499
cc_align,25,bible,10,bible,5.371719681561547,2.9384990433114337,2.8206873447588707,-0.9242811200796338,-0.6523726219871298,-1.2545088018590203,1.7474447121602215,7.64275388754037e-09,1.1926020790791774
cc_align,25,bible,10,gov,15.213813464799204,12.558700589985138,12.969923621108036,-2.082572116331737,-10.085425582634262,-6.5084187852268345,-4.52950990527826,5.687456052284618e-11,0.7514217908344833
cc_align,25,bible,25,flores,12.284612569241665,4.925415111666398,5.437441526152226,-0.03847530284561663,-6.249747984564691,-1.0749100553589686,-4.065495672353245,6.562071645063948e-09,0.7802176130242596
cc_align,25,bible,25,bible,3.6432774739052705,3.201475838409461,3.927665549861621,-1.191021684196985,-0.9726586238754299,-0.802841335973102,1.1020485506880133,6.00341468994565e-09,1.59438320518212
cc_align,25,bible,25,gov,12.428797976489825,10.429482867581395,10.392409765637996,-1.4112134692171072,-8.79141519166034,-4.828440969411388,-4.275230524438403,2.6503005269502243e-09,0.6282890150416354
cc_align,100,gov,1,flores,11.89198365478219,8.354186208989844,9.045388463604754,-3.9664629771668642,-6.434677827294046,-0.9749191240979523,-6.209999950463248,2.7546563031734226e-10,2.7039257636159215
cc_align,100,gov,1,bible,11.154408418410368,9.548732935372486,9.65890415067893,-2.3743474645508726,-8.519341030415545,-2.467465377896477,-7.793900455809146,7.319400745866733e-10,0.3493333756846006
cc_align,100,gov,1,gov,5.988605633834758,3.2798736419492704,3.0513896297044263,-0.7304762703373536,-1.0825032330795705,-1.0037500268881698,0.2055286740793419,5.427689242877537e-10,1.8634701645106089
cc_align,100,gov,10,flores,11.999730032132682,7.400173799854598,8.051603249233814,-3.779158368767842,-5.533236698370512,0.16071907245527542,-6.663574548733375,2.240249681461803e-09,7.957278313750795
cc_align,100,gov,10,bible,7.7035580301926805,3.614274024100225,10.106320745079408,1.8016638010411312,-6.12300367845483,-5.333246509866276,1.4308486159328915,4.027525442914938e-11,0.40571210866303326
cc_align,100,gov,10,gov,4.192440738480098,3.3622396990949284,3.4957934089567972,-1.1563796371374746,-0.5947642260659274,-0.49972183301255835,-0.12157373065802196,4.5759809374395255e-10,2.764538982965781
cc_align,100,gov,25,flores,11.809553578122761,6.355678570659301,7.28529899169924,-3.2865177255141487,-5.151894684222408,0.542132615404323,-6.022019129105161,1.2118868259471553e-13,8.111395697053043
cc_align,100,gov,25,bible,9.010463959104571,4.955203677603726,5.1827698964699636,1.7854306781617437,-6.165122736694161,-4.0149378240715095,2.482363261984186,1.133436904679278e-10,0.31219879161848574
cc_align,100,gov,25,gov,4.219620339302153,2.8811451882885537,3.5179273657978696,-1.0921355747620798,-0.2267948853077916,-0.4033615373097211,-0.18903281268545835,1.1402960196610021e-12,1.3365139252334424
cc_align,100,gov,50,flores,3.937771551904649,-0.44054929921099983,0.7331656031221042,-2.531442550160257,-1.0685320264993032,2.996006968134589,1.023522638878199,1.9959005077327042e-08,3.4450871405437353
cc_align,100,gov,50,bible,3.513712851512697,-2.7880511234780174,3.925542725384232,0.7534264225706806,-0.6988130329893244,-0.25650035293947415,0.5767232581600189,1.5472246708556127e-11,0.12768993886678692
cc_align,100,gov,50,gov,3.520562135637324,0.7004188539512733,0.5916651364797866,-1.3154540105286685,1.649224496199146,1.1654990303151356,0.38638910797279596,3.78515184751221e-09,7.102832367897275
cc_align,100,bible,1,flores,6.994661284265443,8.190583609120194,9.278687497757174,-0.7225042832349596,-8.990169675953483,-3.298693225591374,-2.373064374096763,1.8451988659278539e-09,1.2975609514524764
cc_align,100,bible,1,bible,5.499612769621808,3.5886705576546394,2.6689321593285187,-0.9380900043015645,-1.0563047702896857,-1.8752063534570422,2.1737324555011117,9.522303453419502e-10,0.677862463476634
cc_align,100,bible,1,gov,12.166118404274599,11.50238044200069,12.528090211463487,-3.9540137041861096,-10.914444668807707,-3.0715858086423826,-7.422133581111037,1.0995460060085681e-10,0.5676682861416364
cc_align,100,bible,10,flores,6.732385514640149,5.886164274666518,5.635718117948428,-0.4596837790292526,-6.120372695046303,-1.1346838641183121,-3.4785110390828793,1.2974018880079892e-10,0.7033200867734423
cc_align,100,bible,10,bible,3.9417404761432095,2.885415787229479,3.767923345777089,-1.0030539611907043,-0.6795212065832095,-1.194367770938969,1.46840129088186,6.7843537783107445e-09,1.1421156245809356
cc_align,100,bible,10,gov,10.745381688557835,9.352813289233477,9.401882933040504,-0.18104245137141312,-8.105092006641616,-5.606295233266753,-1.6215301577078303,5.0197801398875114e-11,0.6791290444240172
cc_align,100,bible,25,flores,10.111238685197483,5.015429594528574,5.256920366287073,0.2285526406111585,-5.705894444631948,-1.5004334801847001,-3.2108038925966254,4.072857364920534e-14,0.781173904016003
cc_align,100,bible,25,bible,5.600900045650418,2.804037122060339,3.0016121514531715,-1.02492174051802,-0.7166388996865457,-0.9035167304593859,1.360779299041482,2.3566539971145985e-12,1.7194321384219509
cc_align,100,bible,25,gov,10.986557000261367,7.8410755795751435,7.7718817816591805,1.195185527198636,-7.466266591499984,-5.366248062529309,-0.44408712882752227,1.389369233096724e-09,0.5120156503163371
gov,25,bible,1,flores,16.439661462828738,7.86175839061149,9.067627226504744,-2.970366098643059,-9.349902841051009,0.5217485346153035,-9.98741543898922,2.1062206642802674e-09,1.0730085811475591
gov,25,bible,1,bible,4.78170720520033,3.9552814231007813,2.647328630535636,-1.5645301292773832,-1.038480008777771,-1.0983107285088216,0.7768731317841658,2.775296569199359e-09,1.2328438516118427
gov,25,bible,1,gov,11.977452088966418,7.952595578649199,8.824462543113098,-3.164359157658459,-8.535013350861266,0.3194212394620207,-9.506718067647494,3.875211498451613e-09,1.146811174850846
gov,25,bible,10,flores,12.117709182046042,7.608571099653056,8.025069644261103,-3.5958478055589227,-6.735304620929242,0.7318078332091523,-10.499765187567526,8.554698254256676e-10,1.393591407751463
gov,25,bible,10,bible,3.900724701750044,3.1026223388598955,3.71654925498693,-1.3417529578946992,-0.6594321546193512,-0.9837032105321396,1.0614456440243079,1.7667933165722964e-08,1.4115547366179357
gov,25,bible,10,gov,4.938319535851363,4.473840396213872,4.1086323828739095,0.6459624675339021,-1.9012706553044547,-2.4369652276422156,-3.1354556367596165,4.6097304583984e-10,0.7515459094900261
gov,25,bible,25,flores,10.591065417788453,7.3349008783880185,7.735827038388101,-2.7435022724786755,-6.993530147045633,0.8934702805205101,-10.130044133472339,1.029639580001234e-12,1.475480913120488
gov,25,bible,25,bible,5.685472551450889,3.0190053907064858,3.011328297327392,-1.1594633106250511,-0.8789537237148596,-0.8141387835158042,1.1970082955680548,6.94238290371404e-09,1.9216203890273038
gov,25,bible,25,gov,8.019706799022062,5.754378243071191,4.754648952989537,1.6442430054929495,-3.88087219859457,-4.019348626803216,-0.635684026906517,8.73916457627099e-10,0.7900115703376123
gov,1,bible,1,flores,14.30591878190336,13.786714017807675,14.68512877094583,-1.6134600628565432,-13.9829917949039,-5.592466804394836,-4.406373581111447,5.18135133074685e-10,0.8205300631849776
gov,1,bible,1,bible,4.9648886438796,1.9594772490050594,6.817732565738088,-0.30598817511737203,-1.1652894409826204,-3.230291280309545,2.0504629348454837,1.1658591680500876e-10,1.8960361077258376
gov,1,bible,1,gov,11.332146693110305,9.881123443454877,9.267939963513458,1.0122878073747563,-7.845807935065525,-7.290470879981311,0.4958361974789702,5.124478757456863e-10,0.6259227855314883
gov,1,bible,10,flores,10.812692595395033,9.243393150995855,9.252670678824032,-2.45218611777644,-7.090371577895953,-2.614281784651525,-6.8364611077646815,8.950154244522621e-10,1.1253257282377747
gov,1,bible,10,bible,4.811484807663901,3.95122850380227,3.280893849961458,-1.2423067869967814,-1.1379977385421467,-1.4945224021464292,1.7294664960405814,2.286078977887764e-09,1.4853732676487064
gov,1,bible,10,gov,4.74406382210773,8.863071322277241,9.428834129176474,3.0728651458718983,-6.184268119665071,-8.7863735482369,4.503480475557518,4.385560104249162e-09,0.10244597273752369
gov,1,bible,25,flores,10.664610138969252,8.169339665118951,8.409180066721982,-1.916072369439313,-7.242811034724636,-1.4623824494001822,-7.087343484288162,2.4682950360974426e-09,1.2389614434894543
gov,1,bible,25,bible,5.185938490250892,3.259470098893832,3.3377537785446343,-1.1050352280352216,-0.9033770232752324,-1.073228066416738,1.246582102650076,7.962837196239537e-09,1.8604565140417293
gov,1,bible,25,gov,9.106730714050228,10.15611644389023,9.404195605637778,3.8761060107667027,-8.034446214327009,-10.30696436088012,7.202491060942331,2.5750474670757095e-09,1.939204627257803
gov,10,bible,1,flores,15.469941324803553,9.823116796606275,11.247888344756449,-4.191717575021923,-9.790590710569349,-0.5478852129889855,-10.735288958118344,2.287390913421189e-09,0.9048038349242422
gov,10,bible,1,bible,6.266204802879321,2.2658274577479838,3.866171533031599,-1.1425833218766903,-0.580256809850747,-1.447803458354762,0.4944651399424968,1.2096702846370056e-08,1.3194018245046373
gov,10,bible,1,gov,10.913366733853247,9.24647133697978,9.69836629412387,-2.916705685595835,-8.834195607868027,-1.1495095562610773,-8.286619849007232,2.394145280582553e-09,0.7094620895165192
gov,10,bible,10,flores,11.411505328841216,7.20526730480736,7.674789962675867,-2.8880606957215478,-6.5785299531522305,0.18572954379840587,-9.11386547852621,1.5866760671814822e-09,1.2345337258782143
