train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.211610661390742,-1.816041212731329e-09,8.82830520620689,9.035310622795166
1,gov,7.215522020498135,-2.1427033517994217e-09,9.990081704768862,9.752929515210587
10,flores,4.905957780304327,-1.6409176360091184e-09,5.808984238850939,5.7365178266835155
10,bible,12.324998164076854,-8.806294393397019e-10,13.31749354183121,13.658711659370153
10,gov,15.52990775300043,4.999571920779399e-08,17.12975659865656,16.95657713593298
25,flores,5.949213419567198,-5.281204195549359e-10,6.9410686152775485,6.715744977286947
25,bible,14.74132767371612,-6.349804590760153e-10,15.090919636779656,15.420646316557788
25,gov,17.629380857316374,-5.22677964845116e-10,18.976592746575175,18.826160699923882
50,flores,11.85701542724361,-1.6415586299435674e-09,4.144423165924961,3.5761612009402555
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.873745717196606,-1.3597300970867173e-09,5.876375878633722,5.611023208279024
