train set 1,train set 2,test set,language to,c0,c1,c2,rmse,loo rmse
cc_align,bible,bible,gu,21.060298168301866,0.06639009236845833,0.0,4.675969778438714,4.987118506306029
cc_align,bible,bible,hi,23.822000670949915,0.07815652895702031,0.0,5.169952670420534,5.537513671877208
cc_align,bible,bible,si,28.517482250697764,0.09438351172922109,0.0,6.220875369594101,6.558923572315312
cc_align,bible,bible,ta,22.852553486072427,0.08002025176258629,0.0,5.525186763698585,5.862700540540416
cc_align,bible,gov,ka,0.6107885407770497,0.006869257062480778,0.0,0.12031710733690472,0.12394034540431155
cc_align,bible,gov,gu,2.226364326112608,0.02255842117417409,0.0,0.841141635527128,0.8865397703115281
cc_align,bible,gov,hi,1.7671357808255999,0.010725556120897775,0.0,0.3038048382081788,0.31434932207693117
cc_align,bible,gov,si,0.9324730922370766,0.011656131001633686,0.0,0.40554163614604294,0.4225674181322955
cc_align,bible,gov,ta,0.5395322358163614,0.020862763234010585,0.0,0.47367401357250144,0.5251794486026135
gov,bible,flores,ka,1.097505898155551,0.09002266146647246,0.0,0.39181278533933445,0.42372324080050583
gov,bible,flores,gu,3.4961208397377685,0.13458201079417978,0.0,0.9007118347005533,0.9087776816115725
gov,bible,flores,hi,2.7761271907453975,0.03276838943983685,0.0,0.4598830798159752,0.4610423486826905
gov,bible,flores,si,1.502122520340292,0.024251278233737315,0.0,0.5633893774437514,0.5640599225236924
gov,bible,flores,ta,1.5063484478393743,0.034446354815332716,0.0,0.5166016239461162,0.5175750707390303
gov,bible,bible,ka,15.146817470571097,0.6201748406639987,0.0,3.6631691561910764,3.7330215995691565
gov,bible,bible,gu,17.396684196823387,0.48823152497746003,0.0,3.541357356514412,3.578015866277902
gov,bible,bible,hi,22.17397308407711,0.25578595548524063,0.0,4.9354077729127805,4.940694534130803
gov,bible,bible,si,26.527829327494345,0.3043158078016017,0.0,5.942923527800145,5.945476419444003
gov,bible,bible,ta,20.37222185492186,0.2737900230727807,0.0,5.220224136998073,5.2242485907281475
gov,bible,gov,ka,1.2222795591945643,0.07221865255167031,0.0,0.36645616967306166,0.38136075993187024
gov,bible,gov,gu,5.793692079312649,0.17552175113253088,0.0,2.459347480818723,2.465688342467102
gov,bible,gov,hi,3.79531992784951,0.03261759785216932,0.0,1.2328034819009688,1.2418841169104642
gov,bible,gov,si,3.814145261805089,0.047918768873214224,0.0,2.1433597835603333,2.1467678985840966
gov,bible,gov,ta,3.883873973148528,0.0651414370888825,0.0,2.2944269910330037,2.3039839907740003
bible,gov,flores,ka,4.429216240902943,0.46700901036565473,0.0,2.67498596013896,2.764364679237374
bible,gov,flores,gu,9.6143389802914,0.43955172737171594,0.0,3.3509270227912102,3.404930803864165
bible,gov,flores,hi,8.945270738957282,0.32665400049967397,0.0,2.8775129132933266,2.943765281905663
bible,gov,flores,si,5.690794726093776,0.22094392064895219,0.0,1.9097929186265759,1.971812709475754
bible,gov,flores,ta,3.869854697361605,0.23165211284601853,0.0,1.5617947823629412,1.6100693876529126
bible,gov,bible,ka,0.9906881431450955,0.179479379757217,0.0,0.7656879454360356,0.7970557685149758
bible,gov,bible,gu,6.562149935447672,0.2485249305488942,0.0,1.6984883531838462,1.7032712231316975
bible,gov,bible,hi,6.629595396638646,0.16539923479727514,0.0,2.048618478633989,2.0580550345100055
bible,gov,bible,si,4.443680127556672,0.24714398422775682,0.0,2.675159331969495,2.711014653242279
bible,gov,bible,ta,4.247790474392041,0.18769449478087866,0.0,1.9593429096066803,1.9745791077321657
bible,gov,gov,ka,16.770623282986847,0.8320798336292746,0.0,5.448630847097668,5.643549769722131
bible,gov,gov,gu,24.100065032379106,0.600917098113187,0.0,4.600102971514892,4.67703402268229
bible,gov,gov,hi,23.726463935293726,0.4262769323486413,0.0,4.577765604177083,4.70654198113231
bible,gov,gov,si,28.302499313770785,0.7167567315611778,0.0,6.8971624819959745,7.105174086400547
bible,gov,gov,ta,24.451177832971407,0.546695059632563,0.0,4.999991936806051,5.149182341524143
