c0,"c1,1","c1,2","c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
27.5909670611631,0.34144595042366344,-0.003464751766103439,-90.78853905129736,8.729571402427318,44.65944989202727,12.166186332750137,5.11532182515421,11.788171429532403,4.972969459531619,3.6728797749236803,-1.798063444396317,4.386383647631888,-4.973061161977426,3.1186271708498747,-18.89646410405844,13.292931276817498,5.978341025458697,4.319672047926637,4.36266327143835
