train set,train set size,test set,c0,c1,rmse,kfold rmse
gov,1,flores,999.9999999999999,-11.125796419051683,1.9433908818786088,1.9462886480496868
gov,1,bible,999.9999999977261,-14.6356627822442,0.7236147171443735,0.724191004273509
gov,1,gov,2.1712481168270017,4.496548015593234,3.5489297273710227,3.5560264374651602
gov,10,flores,999.9999999999766,-9.165048044438,2.307039562481792,2.324345379945757
gov,10,bible,999.9999999998553,-12.758441390232731,1.0190044037608277,1.0217518612413568
gov,10,gov,2.3088601550353665,5.601152133382373,2.584587954399395,2.701844580765469
gov,25,flores,999.9999999999999,-8.78029111331124,2.63039933290776,2.6485381232775413
gov,25,bible,999.9999999999999,-12.356266578399323,1.1700109568384178,1.1717873485252899
gov,25,gov,2.303364269629103,5.8212040348701475,3.154216744008042,3.3103923216015843
gov,50,flores,999.9999999999999,-8.685628428131519,1.4845754738513215,1.5095089174359224
gov,50,bible,999.9999999999999,-12.501577064129522,0.4390905374130936,0.4417361069239677
gov,50,gov,2.2137633705357667,6.018633746549433,3.8165621267878267,4.033117679631768
bible,1,flores,999.9999999851508,-13.846928114040113,0.525704878510078,0.5262506745738271
bible,1,bible,1.284483736427971,5.338851005665307,2.5431321977064574,3.0082390133570036
bible,1,gov,999.9999999999999,-14.951121070647146,0.3373055562070638,0.339201029649429
bible,10,flores,999.9999999927137,-12.407654830562338,0.7880383031463555,0.7901927766544337
bible,10,bible,1.7586175121440912,5.673608361535365,2.7388455836034384,3.543126733129354
bible,10,gov,999.9999999999998,-13.493006311901544,0.6158175129853116,0.6193695047763044
bible,25,flores,999.9999997344657,-12.315854414789845,0.7017518234430583,0.7017871774916469
bible,25,bible,2.755736977449243,5.0497328147876495,3.0036894318363547,3.093533775066676
bible,25,gov,999.9999999999995,-13.465601566244937,0.6705024404679556,0.6712362329466667
