train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,8.329195492644535,0.6863248484862302,-0.009375206814117996,13.826335752288356,13.838084330881165
bible,5.478666393687605,0.6482855480915087,-0.015570630273545927,11.775637810309933,11.798973338834845
