c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
10.030628846140043,-3.96754281134512e-06,0.009290242520819024,0.142023826316901,-0.00662787732071006,0.07636483534180907,-0.011866892082321653,13.939842894742617,13.88660446794983
