train set 1,train set 1 size,train set 1 jsd,train set 2,train set 2 size,train set 2 jsd,test set,language from,language to,geographic,genetic,syntactic,phonological,inventory,featural,sp-BLEU
cc_align,25,0.4172693543,bible,25,0.5695977832,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,1.5
cc_align,100,0.38321367,bible,1,0.4848024265,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.2
cc_align,100,0.5519190464,bible,1,0.117220129,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,15.7
cc_align,100,0.4166810068,bible,1,0.5246111545,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,0.8
cc_align,100,0.370302209,bible,1,0.4848024265,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,2.9
cc_align,100,0.5463004259,bible,1,0.117220129,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,17.1
cc_align,100,0.4291804164,bible,1,0.5398374026,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,2.0
cc_align,100,0.3514577685,bible,1,0.4848024265,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.5
cc_align,100,0.4803553839,bible,1,0.117220129,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,19.8
cc_align,100,0.3916207028,bible,1,0.5274890708,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,1.8
cc_align,100,0.3777435012,bible,1,0.4992116683,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.3
cc_align,100,0.5332205864,bible,1,0.1679884887,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,23.6
cc_align,100,0.3321494652,bible,1,0.5859953972,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,0.8
cc_align,100,0.3391480635,bible,1,0.4848024265,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,1.6
cc_align,100,0.4753253314,bible,1,0.117220129,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,18.3
cc_align,100,0.3615441627,bible,1,0.5758381128,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,0.7
cc_align,100,0.38321367,bible,10,0.4718502076,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.5
cc_align,100,0.5519190464,bible,10,0.09700942181,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,24.7
cc_align,100,0.4166810068,bible,10,0.5189762099,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.0
cc_align,100,0.370302209,bible,10,0.4718502076,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,5.1
cc_align,100,0.5463004259,bible,10,0.09700942181,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,25.2
cc_align,100,0.4291804164,bible,10,0.5362167255,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,3.7
cc_align,100,0.3514577685,bible,10,0.4718502076,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,3.7
cc_align,100,0.4803553839,bible,10,0.09700942181,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,28.4
cc_align,100,0.3916207028,bible,10,0.5229877659,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.5
cc_align,100,0.3777435012,bible,10,0.4644031797,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,2.4
cc_align,100,0.5332205864,bible,10,0.1234147074,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,34.9
cc_align,100,0.3321494652,bible,10,0.5641070657,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.8
cc_align,100,0.3391480635,bible,10,0.4718502076,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,3.1
cc_align,100,0.4753253314,bible,10,0.09700942181,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,28.0
cc_align,100,0.3615441627,bible,10,0.5699895743,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,1.8
cc_align,100,0.38321367,bible,25,0.4723009184,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.6
cc_align,100,0.5519190464,bible,25,0.09179114967,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,29.1
cc_align,100,0.4166810068,bible,25,0.5190528803,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.1
cc_align,100,0.370302209,bible,25,0.4723009184,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,5.8
cc_align,100,0.5463004259,bible,25,0.09179114967,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,28.7
cc_align,100,0.4291804164,bible,25,0.5365977886,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,4.2
cc_align,100,0.3514577685,bible,25,0.4723009184,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,3.9
cc_align,100,0.4803553839,bible,25,0.09179114967,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,32.7
cc_align,100,0.3916207028,bible,25,0.5230212782,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.6
cc_align,100,0.3777435012,bible,25,0.4621690423,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,2.6
cc_align,100,0.5332205864,bible,25,0.1226530963,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,38.6
cc_align,100,0.3321494652,bible,25,0.5617144003,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.9
cc_align,100,0.3391480635,bible,25,0.4723009184,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,3.5
cc_align,100,0.4753253314,bible,25,0.09179114967,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,31.8
cc_align,100,0.3615441627,bible,25,0.5695977832,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,2.3
,0,,bible,1,0.4848024265,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,0.5
,0,,bible,1,0.117220129,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,12.3
,0,,bible,1,0.5246111545,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,0.3
,0,,bible,1,0.4848024265,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,2.0
,0,,bible,1,0.117220129,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,16.3
,0,,bible,1,0.5398374026,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,1.2
,0,,bible,1,0.4848024265,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,1.5
,0,,bible,1,0.117220129,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,18.6
,0,,bible,1,0.5274890708,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,1.0
,0,,bible,1,0.4992116683,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,0.8
,0,,bible,1,0.1679884887,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,21.6
,0,,bible,1,0.5859953972,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,0.4
,0,,bible,1,0.4848024265,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,0.8
,0,,bible,1,0.117220129,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,16.3
,0,,bible,1,0.5758381128,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,0.3
,0,,bible,10,0.4718502076,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.8
,0,,bible,10,0.09700942181,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,24.0
,0,,bible,10,0.5189762099,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,0.8
,0,,bible,10,0.4718502076,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,3.8
,0,,bible,10,0.09700942181,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,25.0
,0,,bible,10,0.5362167255,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,2.4
,0,,bible,10,0.4718502076,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.5
,0,,bible,10,0.09700942181,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,28.1
,0,,bible,10,0.5229877659,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,1.8
,0,,bible,10,0.4644031797,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.7
,0,,bible,10,0.1234147074,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,34.2
,0,,bible,10,0.5641070657,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,0.8
,0,,bible,10,0.4718502076,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,1.6
,0,,bible,10,0.09700942181,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,26.9
,0,,bible,10,0.5699895743,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,0.7
,0,,bible,25,0.4723009184,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.2
,0,,bible,25,0.09179114967,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,28.1
,0,,bible,25,0.5190528803,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.0
,0,,bible,25,0.4723009184,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,4.2
,0,,bible,25,0.09179114967,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,28.5
,0,,bible,25,0.5365977886,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,2.9
,0,,bible,25,0.4723009184,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.8
,0,,bible,25,0.09179114967,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,32.3
,0,,bible,25,0.5230212782,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,1.8
,0,,bible,25,0.4621690423,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.9
,0,,bible,25,0.1226530963,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,38.5
,0,,bible,25,0.5617144003,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,0.9
,0,,bible,25,0.4723009184,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,2.0
,0,,bible,25,0.09179114967,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,31.4
,0,,bible,25,0.5695977832,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,0.8
gov,1,0.3759167361,bible,1,0.4848024265,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,0.7
gov,1,0.531126983,bible,1,0.117220129,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,12.8
gov,1,0.1938368776,bible,1,0.5246111545,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.0
gov,1,0.3801471754,bible,1,0.4848024265,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,3.1
gov,1,0.533194274,bible,1,0.117220129,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,15.8
gov,1,0.2151348168,bible,1,0.5398374026,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,4.9
gov,1,0.3830502287,bible,1,0.4848024265,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.3
gov,1,0.5297566363,bible,1,0.117220129,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,18.1
gov,1,0.1941324151,bible,1,0.5274890708,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.9
gov,1,0.4495009186,bible,1,0.4992116683,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,0.9
gov,1,0.6044458611,bible,1,0.1679884887,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,21.3
gov,1,0.1709200509,bible,1,0.5859953972,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,2.5
gov,1,0.4427872698,bible,1,0.4848024265,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,1.1
gov,1,0.5974305094,bible,1,0.117220129,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,16.2
gov,1,0.1709200509,bible,1,0.5758381128,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,2.5
gov,1,0.3759167361,bible,10,0.4718502076,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.9
gov,1,0.531126983,bible,10,0.09700942181,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,23.0
gov,1,0.1938368776,bible,10,0.5189762099,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.8
gov,1,0.3801471754,bible,10,0.4718502076,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,5.5
gov,1,0.533194274,bible,10,0.09700942181,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,24.4
gov,1,0.2151348168,bible,10,0.5362167255,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,10.4
gov,1,0.3830502287,bible,10,0.4718502076,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,3.4
gov,1,0.5297566363,bible,10,0.09700942181,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,28.0
gov,1,0.1941324151,bible,10,0.5229877659,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,5.5
gov,1,0.4495009186,bible,10,0.4644031797,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,2.5
gov,1,0.6044458611,bible,10,0.1234147074,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,34.0
gov,1,0.1709200509,bible,10,0.5641070657,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,6.8
gov,1,0.4427872698,bible,10,0.4718502076,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,2.2
gov,1,0.5974305094,bible,10,0.09700942181,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,26.3
gov,1,0.1709200509,bible,10,0.5699895743,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,7.2
gov,1,0.3759167361,bible,25,0.4723009184,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.3
gov,1,0.531126983,bible,25,0.09179114967,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,27.6
gov,1,0.1938368776,bible,25,0.5190528803,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.7
gov,1,0.3801471754,bible,25,0.4723009184,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,6.1
gov,1,0.533194274,bible,25,0.09179114967,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,28.6
gov,1,0.2151348168,bible,25,0.5365977886,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,11.0
gov,1,0.3830502287,bible,25,0.4723009184,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,3.7
gov,1,0.5297566363,bible,25,0.09179114967,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,31.8
gov,1,0.1941324151,bible,25,0.5230212782,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,6.6
gov,1,0.4495009186,bible,25,0.4621690423,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,2.4
gov,1,0.6044458611,bible,25,0.1226530963,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,38.1
gov,1,0.1709200509,bible,25,0.5617144003,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,6.9
gov,1,0.4427872698,bible,25,0.4723009184,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,2.6
gov,1,0.5974305094,bible,25,0.09179114967,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,30.9
gov,1,0.1709200509,bible,25,0.5695977832,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,8.1
gov,10,0.3383509698,bible,1,0.4848024265,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.5
gov,10,0.5164396023,bible,1,0.117220129,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,16.1
gov,10,0.1463126272,bible,1,0.5246111545,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.6
gov,10,0.3389213611,bible,1,0.4848024265,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,3.4
gov,10,0.5207610711,bible,1,0.117220129,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,17.0
gov,10,0.1740470334,bible,1,0.5398374026,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,3.9
gov,10,0.3404868853,bible,1,0.4848024265,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.5
gov,10,0.520941588,bible,1,0.117220129,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,18.9
gov,10,0.1471842026,bible,1,0.5274890708,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.7
gov,10,0.4086775824,bible,1,0.4992116683,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.1
gov,10,0.5893716743,bible,1,0.1679884887,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,22.1
gov,10,0.1047547461,bible,1,0.5859953972,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.4
gov,10,0.4017170656,bible,1,0.4848024265,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,1.1
gov,10,0.5862679524,bible,1,0.117220129,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,16.8
gov,10,0.1047547461,bible,1,0.5758381128,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,1.5
gov,10,0.3383509698,bible,10,0.4718502076,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.7
gov,10,0.5164396023,bible,10,0.09700942181,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,24.6
gov,10,0.1463126272,bible,10,0.5189762099,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.6
gov,10,0.3389213611,bible,10,0.4718502076,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,5.6
gov,10,0.5207610711,bible,10,0.09700942181,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,24.8
gov,10,0.1740470334,bible,10,0.5362167255,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,9.2
gov,10,0.3404868853,bible,10,0.4718502076,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,3.6
gov,10,0.520941588,bible,10,0.09700942181,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,28.1
gov,10,0.1471842026,bible,10,0.5229877659,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,4.7
gov,10,0.4086775824,bible,10,0.4644031797,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,2.2
gov,10,0.5893716743,bible,10,0.1234147074,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,34.1
gov,10,0.1047547461,bible,10,0.5641070657,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,6.2
gov,10,0.4017170656,bible,10,0.4718502076,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,2.3
gov,10,0.5862679524,bible,10,0.09700942181,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,26.5
gov,10,0.1047547461,bible,10,0.5699895743,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,5.9
gov,10,0.3383509698,bible,25,0.4723009184,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.9
gov,10,0.5164396023,bible,25,0.09179114967,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,28.6
gov,10,0.1463126272,bible,25,0.5190528803,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.5
gov,10,0.3389213611,bible,25,0.4723009184,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,6.4
gov,10,0.5207610711,bible,25,0.09179114967,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,28.2
gov,10,0.1740470334,bible,25,0.5365977886,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,9.5
gov,10,0.3404868853,bible,25,0.4723009184,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,3.8
gov,10,0.520941588,bible,25,0.09179114967,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,32.3
gov,10,0.1471842026,bible,25,0.5230212782,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,5.2
gov,10,0.4086775824,bible,25,0.4621690423,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,2.4
gov,10,0.5893716743,bible,25,0.1226530963,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,38.0
gov,10,0.1047547461,bible,25,0.5617144003,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,6.5
gov,10,0.4017170656,bible,25,0.4723009184,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,2.8
gov,10,0.5862679524,bible,25,0.09179114967,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,31.4
gov,10,0.1047547461,bible,25,0.5695977832,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,7.0
gov,25,0.3343570052,bible,1,0.4848024265,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.7
gov,25,0.5157717627,bible,1,0.117220129,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,16.4
gov,25,0.1431556172,bible,1,0.5246111545,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,1.8
gov,25,0.3335072663,bible,1,0.4848024265,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,3.5
gov,25,0.5183596628,bible,1,0.117220129,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,17.2
gov,25,0.1699216564,bible,1,0.5398374026,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,3.6
gov,25,0.3360772729,bible,1,0.4848024265,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.5
gov,25,0.5194551817,bible,1,0.117220129,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,19.2
gov,25,0.1423219382,bible,1,0.5274890708,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.6
gov,25,0.4015966033,bible,1,0.4992116683,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.0
gov,25,0.586522217,bible,1,0.1679884887,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,22.8
gov,25,0.09733325817,bible,1,0.5859953972,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.2
gov,25,0.3965274658,bible,1,0.4848024265,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,1.3
gov,25,0.5831242241,bible,1,0.117220129,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,17.3
gov,25,0.09733325817,bible,1,0.5758381128,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,1.4
gov,25,0.3343570052,bible,10,0.4718502076,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.9
gov,25,0.5157717627,bible,10,0.09700942181,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,25.1
gov,25,0.1431556172,bible,10,0.5189762099,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,3.0
gov,25,0.3335072663,bible,10,0.4718502076,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,5.8
gov,25,0.5183596628,bible,10,0.09700942181,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,24.8
gov,25,0.1699216564,bible,10,0.5362167255,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,8.8
gov,25,0.3360772729,bible,10,0.4718502076,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,3.7
gov,25,0.5194551817,bible,10,0.09700942181,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,28.3
gov,25,0.1423219382,bible,10,0.5229877659,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,4.1
gov,25,0.4015966033,bible,10,0.4644031797,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,2.2
gov,25,0.586522217,bible,10,0.1234147074,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,34.8
gov,25,0.09733325817,bible,10,0.5641070657,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,5.3
gov,25,0.3965274658,bible,10,0.4718502076,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,2.2
gov,25,0.5831242241,bible,10,0.09700942181,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,27.0
gov,25,0.09733325817,bible,10,0.5699895743,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,5.3
gov,25,0.3343570052,bible,25,0.4723009184,flores,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,3.0
gov,25,0.5157717627,bible,25,0.09179114967,bible,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,29.1
gov,25,0.1431556172,bible,25,0.5190528803,gov,en,ka,0.4,1.0,0.64,0.3498,0.4738,0.5,2.8
gov,25,0.3335072663,bible,25,0.4723009184,flores,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,6.6
gov,25,0.5183596628,bible,25,0.09179114967,bible,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,28.5
gov,25,0.1699216564,bible,25,0.5365977886,gov,en,gu,0.3,0.9,0.68,0.5687,0.4753,0.6,9.8
gov,25,0.3360772729,bible,25,0.4723009184,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,3.8
gov,25,0.5194551817,bible,25,0.09179114967,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,32.7
gov,25,0.1423219382,bible,25,0.5230212782,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,4.9
gov,25,0.4015966033,bible,25,0.4621690423,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,2.2
gov,25,0.586522217,bible,25,0.1226530963,bible,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,37.9
gov,25,0.09733325817,bible,25,0.5617144003,gov,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,5.4
gov,25,0.3965274658,bible,25,0.4723009184,flores,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,2.6
gov,25,0.5831242241,bible,25,0.09179114967,bible,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,31.2
gov,25,0.09733325817,bible,25,0.5695977832,gov,en,ta,0.4,1.0,0.71,0.5687,0.5014,0.6,6.2
gov,50,0.3349295165,bible,1,0.4848024265,flores,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.9
gov,50,0.5193833641,bible,1,0.117220129,bible,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,19.4
gov,50,0.1423672441,bible,1,0.5274890708,gov,en,hi,0.4,0.9,0.59,0.3433,0.4684,0.5,2.7
gov,50,0.3989119558,bible,1,0.4992116683,flores,en,si,0.4,0.9,0.78,0.4121,0.4991,0.6,1.2
