train set 1,train set 1 size,train set 1 jsd,train set 2,train set 2 size,train set 2 jsd,language from,language to,test set,sp-BLEU,geographic,genetic,syntactic,phonological,inventory,featural
cc_align,25,0.5488759703,bible,25,0.1226530963,en,si,bible,38.2,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,25,0.3770364696,bible,25,0.5617144003,en,si,gov,1.6,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,25,0.3905099289,bible,25,0.4723009184,en,ta,flores,2.8,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,25,0.4691599767,bible,25,0.09179114967,en,ta,bible,31.6,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,25,0.4172693543,bible,25,0.5695977832,en,ta,gov,1.5,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,100,0.38321367,bible,1,0.4848024265,en,ka,flores,1.2,0.4,1.0,0.64,0.3498,0.4738,0.5
cc_align,100,0.5519190464,bible,1,0.117220129,en,ka,bible,15.7,0.4,1.0,0.64,0.3498,0.4738,0.5
cc_align,100,0.4166810068,bible,1,0.5246111545,en,ka,gov,0.8,0.4,1.0,0.64,0.3498,0.4738,0.5
cc_align,100,0.370302209,bible,1,0.4848024265,en,gu,flores,2.9,0.3,0.9,0.68,0.5687,0.4753,0.6
cc_align,100,0.5463004259,bible,1,0.117220129,en,gu,bible,17.1,0.3,0.9,0.68,0.5687,0.4753,0.6
cc_align,100,0.4291804164,bible,1,0.5398374026,en,gu,gov,2.0,0.3,0.9,0.68,0.5687,0.4753,0.6
cc_align,100,0.3514577685,bible,1,0.4848024265,en,hi,flores,2.5,0.4,0.9,0.59,0.3433,0.4684,0.5
cc_align,100,0.4803553839,bible,1,0.117220129,en,hi,bible,19.8,0.4,0.9,0.59,0.3433,0.4684,0.5
cc_align,100,0.3916207028,bible,1,0.5274890708,en,hi,gov,1.8,0.4,0.9,0.59,0.3433,0.4684,0.5
cc_align,100,0.3777435012,bible,1,0.4992116683,en,si,flores,1.3,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,100,0.5332205864,bible,1,0.1679884887,en,si,bible,23.6,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,100,0.3321494652,bible,1,0.5859953972,en,si,gov,0.8,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,100,0.3391480635,bible,1,0.4848024265,en,ta,flores,1.6,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,100,0.4753253314,bible,1,0.117220129,en,ta,bible,18.3,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,100,0.3615441627,bible,1,0.5758381128,en,ta,gov,0.7,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,100,0.38321367,bible,10,0.4718502076,en,ka,flores,2.5,0.4,1.0,0.64,0.3498,0.4738,0.5
cc_align,100,0.5519190464,bible,10,0.09700942181,en,ka,bible,24.7,0.4,1.0,0.64,0.3498,0.4738,0.5
cc_align,100,0.4166810068,bible,10,0.5189762099,en,ka,gov,1.0,0.4,1.0,0.64,0.3498,0.4738,0.5
cc_align,100,0.370302209,bible,10,0.4718502076,en,gu,flores,5.1,0.3,0.9,0.68,0.5687,0.4753,0.6
cc_align,100,0.5463004259,bible,10,0.09700942181,en,gu,bible,25.2,0.3,0.9,0.68,0.5687,0.4753,0.6
cc_align,100,0.4291804164,bible,10,0.5362167255,en,gu,gov,3.7,0.3,0.9,0.68,0.5687,0.4753,0.6
cc_align,100,0.3514577685,bible,10,0.4718502076,en,hi,flores,3.7,0.4,0.9,0.59,0.3433,0.4684,0.5
cc_align,100,0.4803553839,bible,10,0.09700942181,en,hi,bible,28.4,0.4,0.9,0.59,0.3433,0.4684,0.5
cc_align,100,0.3916207028,bible,10,0.5229877659,en,hi,gov,2.5,0.4,0.9,0.59,0.3433,0.4684,0.5
cc_align,100,0.3777435012,bible,10,0.4644031797,en,si,flores,2.4,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,100,0.5332205864,bible,10,0.1234147074,en,si,bible,34.9,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,100,0.3321494652,bible,10,0.5641070657,en,si,gov,1.8,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,100,0.3391480635,bible,10,0.4718502076,en,ta,flores,3.1,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,100,0.4753253314,bible,10,0.09700942181,en,ta,bible,28.0,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,100,0.3615441627,bible,10,0.5699895743,en,ta,gov,1.8,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,100,0.38321367,bible,25,0.4723009184,en,ka,flores,2.6,0.4,1.0,0.64,0.3498,0.4738,0.5
cc_align,100,0.5519190464,bible,25,0.09179114967,en,ka,bible,29.1,0.4,1.0,0.64,0.3498,0.4738,0.5
cc_align,100,0.4166810068,bible,25,0.5190528803,en,ka,gov,1.1,0.4,1.0,0.64,0.3498,0.4738,0.5
cc_align,100,0.370302209,bible,25,0.4723009184,en,gu,flores,5.8,0.3,0.9,0.68,0.5687,0.4753,0.6
cc_align,100,0.5463004259,bible,25,0.09179114967,en,gu,bible,28.7,0.3,0.9,0.68,0.5687,0.4753,0.6
cc_align,100,0.4291804164,bible,25,0.5365977886,en,gu,gov,4.2,0.3,0.9,0.68,0.5687,0.4753,0.6
cc_align,100,0.3514577685,bible,25,0.4723009184,en,hi,flores,3.9,0.4,0.9,0.59,0.3433,0.4684,0.5
cc_align,100,0.4803553839,bible,25,0.09179114967,en,hi,bible,32.7,0.4,0.9,0.59,0.3433,0.4684,0.5
cc_align,100,0.3916207028,bible,25,0.5230212782,en,hi,gov,2.6,0.4,0.9,0.59,0.3433,0.4684,0.5
cc_align,100,0.3777435012,bible,25,0.4621690423,en,si,flores,2.6,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,100,0.5332205864,bible,25,0.1226530963,en,si,bible,38.6,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,100,0.3321494652,bible,25,0.5617144003,en,si,gov,1.9,0.4,0.9,0.78,0.4121,0.4991,0.6
cc_align,100,0.3391480635,bible,25,0.4723009184,en,ta,flores,3.5,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,100,0.4753253314,bible,25,0.09179114967,en,ta,bible,31.8,0.4,1.0,0.71,0.5687,0.5014,0.6
cc_align,100,0.3615441627,bible,25,0.5695977832,en,ta,gov,2.3,0.4,1.0,0.71,0.5687,0.5014,0.6
,0,,bible,1,0.4848024265,en,ka,flores,0.5,0.4,1.0,0.64,0.3498,0.4738,0.5
,0,,bible,1,0.117220129,en,ka,bible,12.3,0.4,1.0,0.64,0.3498,0.4738,0.5
,0,,bible,1,0.5246111545,en,ka,gov,0.3,0.4,1.0,0.64,0.3498,0.4738,0.5
,0,,bible,1,0.4848024265,en,gu,flores,2.0,0.3,0.9,0.68,0.5687,0.4753,0.6
,0,,bible,1,0.117220129,en,gu,bible,16.3,0.3,0.9,0.68,0.5687,0.4753,0.6
,0,,bible,1,0.5398374026,en,gu,gov,1.2,0.3,0.9,0.68,0.5687,0.4753,0.6
,0,,bible,1,0.4848024265,en,hi,flores,1.5,0.4,0.9,0.59,0.3433,0.4684,0.5
,0,,bible,1,0.117220129,en,hi,bible,18.6,0.4,0.9,0.59,0.3433,0.4684,0.5
,0,,bible,1,0.5274890708,en,hi,gov,1.0,0.4,0.9,0.59,0.3433,0.4684,0.5
,0,,bible,1,0.4992116683,en,si,flores,0.8,0.4,0.9,0.78,0.4121,0.4991,0.6
,0,,bible,1,0.1679884887,en,si,bible,21.6,0.4,0.9,0.78,0.4121,0.4991,0.6
,0,,bible,1,0.5859953972,en,si,gov,0.4,0.4,0.9,0.78,0.4121,0.4991,0.6
,0,,bible,1,0.4848024265,en,ta,flores,0.8,0.4,1.0,0.71,0.5687,0.5014,0.6
,0,,bible,1,0.117220129,en,ta,bible,16.3,0.4,1.0,0.71,0.5687,0.5014,0.6
,0,,bible,1,0.5758381128,en,ta,gov,0.3,0.4,1.0,0.71,0.5687,0.5014,0.6
,0,,bible,10,0.4718502076,en,ka,flores,1.8,0.4,1.0,0.64,0.3498,0.4738,0.5
,0,,bible,10,0.09700942181,en,ka,bible,24.0,0.4,1.0,0.64,0.3498,0.4738,0.5
,0,,bible,10,0.5189762099,en,ka,gov,0.8,0.4,1.0,0.64,0.3498,0.4738,0.5
,0,,bible,10,0.4718502076,en,gu,flores,3.8,0.3,0.9,0.68,0.5687,0.4753,0.6
,0,,bible,10,0.09700942181,en,gu,bible,25.0,0.3,0.9,0.68,0.5687,0.4753,0.6
,0,,bible,10,0.5362167255,en,gu,gov,2.4,0.3,0.9,0.68,0.5687,0.4753,0.6
,0,,bible,10,0.4718502076,en,hi,flores,2.5,0.4,0.9,0.59,0.3433,0.4684,0.5
,0,,bible,10,0.09700942181,en,hi,bible,28.1,0.4,0.9,0.59,0.3433,0.4684,0.5
,0,,bible,10,0.5229877659,en,hi,gov,1.8,0.4,0.9,0.59,0.3433,0.4684,0.5
,0,,bible,10,0.4644031797,en,si,flores,1.7,0.4,0.9,0.78,0.4121,0.4991,0.6
,0,,bible,10,0.1234147074,en,si,bible,34.2,0.4,0.9,0.78,0.4121,0.4991,0.6
,0,,bible,10,0.5641070657,en,si,gov,0.8,0.4,0.9,0.78,0.4121,0.4991,0.6
,0,,bible,10,0.4718502076,en,ta,flores,1.6,0.4,1.0,0.71,0.5687,0.5014,0.6
,0,,bible,10,0.09700942181,en,ta,bible,26.9,0.4,1.0,0.71,0.5687,0.5014,0.6
,0,,bible,10,0.5699895743,en,ta,gov,0.7,0.4,1.0,0.71,0.5687,0.5014,0.6
,0,,bible,25,0.4723009184,en,ka,flores,2.2,0.4,1.0,0.64,0.3498,0.4738,0.5
,0,,bible,25,0.09179114967,en,ka,bible,28.1,0.4,1.0,0.64,0.3498,0.4738,0.5
,0,,bible,25,0.5190528803,en,ka,gov,1.0,0.4,1.0,0.64,0.3498,0.4738,0.5
,0,,bible,25,0.4723009184,en,gu,flores,4.2,0.3,0.9,0.68,0.5687,0.4753,0.6
,0,,bible,25,0.09179114967,en,gu,bible,28.5,0.3,0.9,0.68,0.5687,0.4753,0.6
,0,,bible,25,0.5365977886,en,gu,gov,2.9,0.3,0.9,0.68,0.5687,0.4753,0.6
,0,,bible,25,0.4723009184,en,hi,flores,2.8,0.4,0.9,0.59,0.3433,0.4684,0.5
,0,,bible,25,0.09179114967,en,hi,bible,32.3,0.4,0.9,0.59,0.3433,0.4684,0.5
,0,,bible,25,0.5230212782,en,hi,gov,1.8,0.4,0.9,0.59,0.3433,0.4684,0.5
,0,,bible,25,0.4621690423,en,si,flores,1.9,0.4,0.9,0.78,0.4121,0.4991,0.6
,0,,bible,25,0.1226530963,en,si,bible,38.5,0.4,0.9,0.78,0.4121,0.4991,0.6
,0,,bible,25,0.5617144003,en,si,gov,0.9,0.4,0.9,0.78,0.4121,0.4991,0.6
,0,,bible,25,0.4723009184,en,ta,flores,2.0,0.4,1.0,0.71,0.5687,0.5014,0.6
,0,,bible,25,0.09179114967,en,ta,bible,31.4,0.4,1.0,0.71,0.5687,0.5014,0.6
,0,,bible,25,0.5695977832,en,ta,gov,0.8,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,1,0.3759167361,bible,1,0.4848024265,en,ka,flores,0.7,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,1,0.531126983,bible,1,0.117220129,en,ka,bible,12.8,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,1,0.1938368776,bible,1,0.5246111545,en,ka,gov,1.0,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,1,0.3801471754,bible,1,0.4848024265,en,gu,flores,3.1,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,1,0.533194274,bible,1,0.117220129,en,gu,bible,15.8,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,1,0.2151348168,bible,1,0.5398374026,en,gu,gov,4.9,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,1,0.3830502287,bible,1,0.4848024265,en,hi,flores,2.3,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,1,0.5297566363,bible,1,0.117220129,en,hi,bible,18.1,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,1,0.1941324151,bible,1,0.5274890708,en,hi,gov,2.9,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,1,0.4495009186,bible,1,0.4992116683,en,si,flores,0.9,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,1,0.6044458611,bible,1,0.1679884887,en,si,bible,21.3,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,1,0.1709200509,bible,1,0.5859953972,en,si,gov,2.5,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,1,0.4427872698,bible,1,0.4848024265,en,ta,flores,1.1,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,1,0.5974305094,bible,1,0.117220129,en,ta,bible,16.2,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,1,0.1709200509,bible,1,0.5758381128,en,ta,gov,2.5,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,1,0.3759167361,bible,10,0.4718502076,en,ka,flores,1.9,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,1,0.531126983,bible,10,0.09700942181,en,ka,bible,23.0,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,1,0.1938368776,bible,10,0.5189762099,en,ka,gov,1.8,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,1,0.3801471754,bible,10,0.4718502076,en,gu,flores,5.5,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,1,0.533194274,bible,10,0.09700942181,en,gu,bible,24.4,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,1,0.2151348168,bible,10,0.5362167255,en,gu,gov,10.4,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,1,0.3830502287,bible,10,0.4718502076,en,hi,flores,3.4,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,1,0.5297566363,bible,10,0.09700942181,en,hi,bible,28.0,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,1,0.1941324151,bible,10,0.5229877659,en,hi,gov,5.5,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,1,0.4495009186,bible,10,0.4644031797,en,si,flores,2.5,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,1,0.6044458611,bible,10,0.1234147074,en,si,bible,34.0,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,1,0.1709200509,bible,10,0.5641070657,en,si,gov,6.8,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,1,0.4427872698,bible,10,0.4718502076,en,ta,flores,2.2,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,1,0.5974305094,bible,10,0.09700942181,en,ta,bible,26.3,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,1,0.1709200509,bible,10,0.5699895743,en,ta,gov,7.2,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,1,0.3759167361,bible,25,0.4723009184,en,ka,flores,2.3,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,1,0.531126983,bible,25,0.09179114967,en,ka,bible,27.6,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,1,0.1938368776,bible,25,0.5190528803,en,ka,gov,1.7,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,1,0.3801471754,bible,25,0.4723009184,en,gu,flores,6.1,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,1,0.533194274,bible,25,0.09179114967,en,gu,bible,28.6,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,1,0.2151348168,bible,25,0.5365977886,en,gu,gov,11.0,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,1,0.3830502287,bible,25,0.4723009184,en,hi,flores,3.7,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,1,0.5297566363,bible,25,0.09179114967,en,hi,bible,31.8,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,1,0.1941324151,bible,25,0.5230212782,en,hi,gov,6.6,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,1,0.4495009186,bible,25,0.4621690423,en,si,flores,2.4,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,1,0.6044458611,bible,25,0.1226530963,en,si,bible,38.1,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,1,0.1709200509,bible,25,0.5617144003,en,si,gov,6.9,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,1,0.4427872698,bible,25,0.4723009184,en,ta,flores,2.6,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,1,0.5974305094,bible,25,0.09179114967,en,ta,bible,30.9,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,1,0.1709200509,bible,25,0.5695977832,en,ta,gov,8.1,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,10,0.3383509698,bible,1,0.4848024265,en,ka,flores,1.5,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,10,0.5164396023,bible,1,0.117220129,en,ka,bible,16.1,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,10,0.1463126272,bible,1,0.5246111545,en,ka,gov,1.6,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,10,0.3389213611,bible,1,0.4848024265,en,gu,flores,3.4,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,10,0.5207610711,bible,1,0.117220129,en,gu,bible,17.0,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,10,0.1740470334,bible,1,0.5398374026,en,gu,gov,3.9,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,10,0.3404868853,bible,1,0.4848024265,en,hi,flores,2.5,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,10,0.520941588,bible,1,0.117220129,en,hi,bible,18.9,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,10,0.1471842026,bible,1,0.5274890708,en,hi,gov,2.7,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,10,0.4086775824,bible,1,0.4992116683,en,si,flores,1.1,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,10,0.5893716743,bible,1,0.1679884887,en,si,bible,22.1,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,10,0.1047547461,bible,1,0.5859953972,en,si,gov,1.4,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,10,0.4017170656,bible,1,0.4848024265,en,ta,flores,1.1,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,10,0.5862679524,bible,1,0.117220129,en,ta,bible,16.8,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,10,0.1047547461,bible,1,0.5758381128,en,ta,gov,1.5,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,10,0.3383509698,bible,10,0.4718502076,en,ka,flores,2.7,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,10,0.5164396023,bible,10,0.09700942181,en,ka,bible,24.6,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,10,0.1463126272,bible,10,0.5189762099,en,ka,gov,2.6,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,10,0.3389213611,bible,10,0.4718502076,en,gu,flores,5.6,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,10,0.5207610711,bible,10,0.09700942181,en,gu,bible,24.8,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,10,0.1740470334,bible,10,0.5362167255,en,gu,gov,9.2,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,10,0.3404868853,bible,10,0.4718502076,en,hi,flores,3.6,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,10,0.520941588,bible,10,0.09700942181,en,hi,bible,28.1,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,10,0.1471842026,bible,10,0.5229877659,en,hi,gov,4.7,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,10,0.4086775824,bible,10,0.4644031797,en,si,flores,2.2,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,10,0.5893716743,bible,10,0.1234147074,en,si,bible,34.1,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,10,0.1047547461,bible,10,0.5641070657,en,si,gov,6.2,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,10,0.4017170656,bible,10,0.4718502076,en,ta,flores,2.3,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,10,0.5862679524,bible,10,0.09700942181,en,ta,bible,26.5,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,10,0.1047547461,bible,10,0.5699895743,en,ta,gov,5.9,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,10,0.3383509698,bible,25,0.4723009184,en,ka,flores,2.9,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,10,0.5164396023,bible,25,0.09179114967,en,ka,bible,28.6,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,10,0.1463126272,bible,25,0.5190528803,en,ka,gov,2.5,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,10,0.3389213611,bible,25,0.4723009184,en,gu,flores,6.4,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,10,0.5207610711,bible,25,0.09179114967,en,gu,bible,28.2,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,10,0.1740470334,bible,25,0.5365977886,en,gu,gov,9.5,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,10,0.3404868853,bible,25,0.4723009184,en,hi,flores,3.8,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,10,0.520941588,bible,25,0.09179114967,en,hi,bible,32.3,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,10,0.1471842026,bible,25,0.5230212782,en,hi,gov,5.2,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,10,0.4086775824,bible,25,0.4621690423,en,si,flores,2.4,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,10,0.5893716743,bible,25,0.1226530963,en,si,bible,38.0,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,10,0.1047547461,bible,25,0.5617144003,en,si,gov,6.5,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,10,0.4017170656,bible,25,0.4723009184,en,ta,flores,2.8,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,10,0.5862679524,bible,25,0.09179114967,en,ta,bible,31.4,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,10,0.1047547461,bible,25,0.5695977832,en,ta,gov,7.0,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,25,0.3343570052,bible,1,0.4848024265,en,ka,flores,1.7,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,25,0.5157717627,bible,1,0.117220129,en,ka,bible,16.4,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,25,0.1431556172,bible,1,0.5246111545,en,ka,gov,1.8,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,25,0.3335072663,bible,1,0.4848024265,en,gu,flores,3.5,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,25,0.5183596628,bible,1,0.117220129,en,gu,bible,17.2,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,25,0.1699216564,bible,1,0.5398374026,en,gu,gov,3.6,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,25,0.3360772729,bible,1,0.4848024265,en,hi,flores,2.5,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,25,0.5194551817,bible,1,0.117220129,en,hi,bible,19.2,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,25,0.1423219382,bible,1,0.5274890708,en,hi,gov,2.6,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,25,0.4015966033,bible,1,0.4992116683,en,si,flores,1.0,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,25,0.586522217,bible,1,0.1679884887,en,si,bible,22.8,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,25,0.09733325817,bible,1,0.5859953972,en,si,gov,1.2,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,25,0.3965274658,bible,1,0.4848024265,en,ta,flores,1.3,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,25,0.5831242241,bible,1,0.117220129,en,ta,bible,17.3,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,25,0.09733325817,bible,1,0.5758381128,en,ta,gov,1.4,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,25,0.3343570052,bible,10,0.4718502076,en,ka,flores,2.9,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,25,0.5157717627,bible,10,0.09700942181,en,ka,bible,25.1,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,25,0.1431556172,bible,10,0.5189762099,en,ka,gov,3.0,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,25,0.3335072663,bible,10,0.4718502076,en,gu,flores,5.8,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,25,0.5183596628,bible,10,0.09700942181,en,gu,bible,24.8,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,25,0.1699216564,bible,10,0.5362167255,en,gu,gov,8.8,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,25,0.3360772729,bible,10,0.4718502076,en,hi,flores,3.7,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,25,0.5194551817,bible,10,0.09700942181,en,hi,bible,28.3,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,25,0.1423219382,bible,10,0.5229877659,en,hi,gov,4.1,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,25,0.4015966033,bible,10,0.4644031797,en,si,flores,2.2,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,25,0.586522217,bible,10,0.1234147074,en,si,bible,34.8,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,25,0.09733325817,bible,10,0.5641070657,en,si,gov,5.3,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,25,0.3965274658,bible,10,0.4718502076,en,ta,flores,2.2,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,25,0.5831242241,bible,10,0.09700942181,en,ta,bible,27.0,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,25,0.09733325817,bible,10,0.5699895743,en,ta,gov,5.3,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,25,0.3343570052,bible,25,0.4723009184,en,ka,flores,3.0,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,25,0.5157717627,bible,25,0.09179114967,en,ka,bible,29.1,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,25,0.1431556172,bible,25,0.5190528803,en,ka,gov,2.8,0.4,1.0,0.64,0.3498,0.4738,0.5
gov,25,0.3335072663,bible,25,0.4723009184,en,gu,flores,6.6,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,25,0.5183596628,bible,25,0.09179114967,en,gu,bible,28.5,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,25,0.1699216564,bible,25,0.5365977886,en,gu,gov,9.8,0.3,0.9,0.68,0.5687,0.4753,0.6
gov,25,0.3360772729,bible,25,0.4723009184,en,hi,flores,3.8,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,25,0.5194551817,bible,25,0.09179114967,en,hi,bible,32.7,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,25,0.1423219382,bible,25,0.5230212782,en,hi,gov,4.9,0.4,0.9,0.59,0.3433,0.4684,0.5
gov,25,0.4015966033,bible,25,0.4621690423,en,si,flores,2.2,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,25,0.586522217,bible,25,0.1226530963,en,si,bible,37.9,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,25,0.09733325817,bible,25,0.5617144003,en,si,gov,5.4,0.4,0.9,0.78,0.4121,0.4991,0.6
gov,25,0.3965274658,bible,25,0.4723009184,en,ta,flores,2.6,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,25,0.5831242241,bible,25,0.09179114967,en,ta,bible,31.2,0.4,1.0,0.71,0.5687,0.5014,0.6
gov,25,0.09733325817,bible,25,0.5695977832,en,ta,gov,6.2,0.4,1.0,0.71,0.5687,0.5014,0.6
