train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,rmse,kfold rmse
cc_align,25,gov,1,flores,12.253758138991609,-9.478992304946487,-0.5,-0.5,2.2539186182156206,2.5593500740770136
cc_align,25,gov,1,bible,-0.15889283373437232,2.5659866990721936,-0.5,-0.5,0.732815792443179,0.7943739525595785
cc_align,25,gov,1,gov,2.769703188442745,36.49287301375919,-0.5,-0.5,2.1670080954214375,2.4304135056310523
cc_align,25,gov,10,flores,25.816214777501436,-22.658759260293426,-0.5,-0.5,3.257246951401204,3.7112629188049873
cc_align,25,gov,10,bible,2.7354520541353704,-0.06597223427152102,-0.5,-0.5,0.9230325810085461,0.9245208363289781
cc_align,25,gov,10,gov,11.997856965079576,42.916427171437206,-0.5,-0.5,3.2137323196975056,3.5250268324281007
cc_align,25,gov,25,flores,29.60611761553575,-26.585088457545147,-0.5,-0.5,3.309042317784321,3.772608433081113
cc_align,25,gov,25,bible,1.6828688131392069,2.748799867441393,-0.5,-0.5,1.050411695670905,1.052250889892629
cc_align,25,gov,25,gov,11.66768870965978,50.19287141350365,-0.5,-0.5,3.5482643065605743,3.89414356098574
cc_align,25,gov,50,flores,48.205650050913725,-60.21975130667737,-0.5,-0.5,0.4124654994803108,0.6905268703334329
cc_align,25,gov,50,bible,6.534580517680581,-5.9739840427457835,-0.5,-0.5,0.49312409559074727,0.8255610227777755
cc_align,25,gov,50,gov,11.807126760402586,57.179527663278776,-0.5,-0.5,4.480477217270678,7.500966629085476
cc_align,25,bible,1,flores,1.4938059073618255,0.38370815480218234,-0.5,-0.5,0.6838336235075806,0.7058326982496592
cc_align,25,bible,1,bible,11.35821143960765,12.769126584421757,-0.5,-0.5,2.6357200604396978,2.7070293947070807
cc_align,25,bible,1,gov,2.528215066278537,-2.843861271452647,-0.5,-0.5,0.47289669042055266,0.5078934344620468
cc_align,25,bible,10,flores,2.2519731682574546,1.0942799978212079,-0.5,-0.5,0.9483311152455769,1.0032119697452635
cc_align,25,bible,10,bible,19.895666194623345,14.70920899402751,-0.5,-0.5,3.4564353145067765,3.5100778871894622
cc_align,25,bible,10,gov,0.16903243737035006,2.8489852955518695,-0.5,-0.5,0.8669163589969467,0.9603214881947647
cc_align,25,bible,25,flores,1.377226139221444,3.16869792716125,-0.5,-0.5,1.0140592543350562,1.0441248348031111
cc_align,25,bible,25,bible,24.468822686834187,13.642620518299786,-0.5,-0.5,3.4605048967351157,3.4999343496534117
cc_align,25,bible,25,gov,0.06479848227829794,3.6756639032501948,-0.5,-0.5,0.9253849283008977,1.010410289387551
cc_align,100,gov,1,flores,16.00260861491888,-14.110503975042601,-0.5,-0.5,2.0278553743189454,2.283386062056936
cc_align,100,gov,1,bible,0.4992253515801369,1.8251270851423207,-0.5,-0.5,0.7135906224911476,0.7806919750499339
cc_align,100,gov,1,gov,8.266742807127287,29.278074880029493,-0.5,-0.5,1.8550963182877274,2.0352351467911087
cc_align,100,gov,10,flores,25.630322404327696,-19.782004719215045,-0.5,-0.5,3.1334614106253635,3.5562785036940987
cc_align,100,gov,10,bible,0.6319965635713077,4.853243551120636,-0.5,-0.5,0.9050298616199414,0.9123240312048024
cc_align,100,gov,10,gov,11.385833914671663,45.13466556059999,-0.5,-0.5,3.2193766214020587,3.4878071874786634
cc_align,100,gov,25,flores,29.664294304405182,-24.162520013549383,-0.5,-0.5,3.0132043376480033,3.3348134173506336
cc_align,100,gov,25,bible,0.5600661498185592,5.768678558257885,-0.5,-0.5,0.9330554675989889,0.9331020693381837
cc_align,100,gov,25,gov,11.241446988578543,51.8048700198077,-0.5,-0.5,3.6653064924975567,3.944633912949871
cc_align,100,gov,50,flores,51.918158859131324,-64.05980432522462,-0.5,-0.5,0.669617636218857,1.121036726383847
cc_align,100,gov,50,bible,6.913053597077739,-4.9492062339579626,-0.5,-0.5,0.31281859963185493,0.5237035618249684
cc_align,100,gov,50,gov,10.6009037516342,59.65357055749485,-0.5,-0.5,4.636886516449755,7.762818378371908
cc_align,100,bible,1,flores,2.01708142846553,-0.2178782844571233,-0.5,-0.5,0.6781444383491794,0.6959725973281657
cc_align,100,bible,1,bible,13.843204628556034,9.410205085319445,-0.5,-0.5,2.6692870533455917,2.7387209420327383
