train set,train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,flores,2.0059411885491554,-8.048361958127656e-10,1.35630066905985e-07,3.414255540358956,3.012815930201975
gov,1,bible,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,16.59184036527661,-9.163631210746889e-10,0.0008100842033251458,4.529677523760579,5.149253009683885
gov,10,flores,9.232016997484127,-1.927992338193923e-09,0.09616306385621506,4.299943135315726,3.68360542940095
gov,10,bible,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,32.26016669915555,2.0400688854811912e-06,-2.1861005785464177e-09,4.511713676684486,4.373141991007412
gov,25,flores,11.792190014185483,-6.514799916485509e-07,-5.013950943139725e-11,4.61939392908255,3.8951531947515967
gov,25,bible,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,36.14807364588358,-1.1343032175139105e-09,3.5433207349997356e-07,5.076993710447375,5.5019020787442106
gov,50,flores,11.699278040577177,-3.8382484608770985e-08,-6.500681424963728e-10,4.235596425809239,3.535230256087297
gov,50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,38.191824256675936,1.6704553708829582e-08,0.0004831969383598755,6.75520731689362,5.61358669419711
bible,1,flores,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,15.631044960475894,4.021351773286082e-09,-0.039077192262821726,3.3655095664504358,3.9796124086028857
bible,1,gov,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,25.02397325059418,-3.891101564340231e-09,9.63445729218318e-05,4.432360905505804,4.261642248233483
bible,10,gov,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,27.891215941148744,-1.0195356533823658e-09,0.0037396293003118825,5.378869258331037,5.854919141419271
bible,25,gov,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
