c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2",rmse,kfold rmse
7.214111450250105,1.110255893553415,-0.0026273800386123264,-1.6641391948481967e-09,0.001752291135871355,0.005206779086524369,-0.0008712493050764919,2.795333245744514,0.007764096444489657,0.006989712088252563,0.00010279878677734278,13.992188891439579,13.929821301531609
