train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2",rmse,kfold rmse
cc_align,25,gov,1,flores,22.793425817447893,12.84892121063129,2.4016818255797707,10.799359338155234,-11.740824606177759,7.7003300567565764,-13.039241790785356,-3.4115075150753484,-14.351961625042518,6.392619606839091,-18.29436833898608,-14.262819482347215,-14.55422440967073,5.676594614756405e-10,2.098878931158555
cc_align,25,gov,1,bible,5.574037507130505,3.4883577786190276,-2.557587486661747,-6.947464793164812,1.7174266935653364,2.350476585282659,0.2222093451392763,1.4195911891777155,-4.0269269901395,6.286867162531912,-6.523743166543666,-5.40767619417936,-5.507490927450348,8.872185449004649e-10,0.3541090910166129
cc_align,25,gov,1,gov,17.515052977927805,12.290877078097,9.247967310475184,10.98360147767606,6.482571199693306,8.567958202235094,-0.9887058212414808,4.968503682710939,0.5447010793180572,-11.76305352684658,-17.10079159973201,18.70255599207906,0.4500878644232172,1.1236958696902142e-09,0.22399251946872406
cc_align,25,gov,10,flores,40.027097077462656,-0.9456475600364755,-36.813742246421924,-4.8536527397224685,-36.27366255753144,32.78549739347608,-28.75106240645394,35.734669225738244,-27.96965049090608,16.48095822928494,-24.671094191978284,-32.697692715180786,-30.64514969625172,2.2317615498004733e-10,2.9869307389823927
cc_align,25,gov,10,bible,5.992117740169725,38.59006319784093,-3.901257332401472,-8.304008472121357,-0.06451840055975744,2.364390004081672,-4.8889435280519296,-24.46651370886312,-1.279159479439229,-4.223039839158421,-0.6519748729948192,9.27501681615835,-9.65152563360643,9.421339177569144e-11,0.21501399165799182
cc_align,25,gov,10,gov,13.94200632322628,13.279990416019775,11.618379985068781,10.799649621414714,7.960896089374486,0.12234790836953909,-7.977661214907021,14.460617394883547,15.307912904546674,-4.5111560908024595,-16.721204195916705,13.510532179723542,10.287481643591962,9.17091593800874e-13,0.1652338154052478
cc_align,25,gov,25,flores,39.01570734140057,37.56729116845416,-22.946758701215508,9.194810422196197,-40.68839630183003,7.210963081102334,-24.74549004806725,-9.312742651009366,-12.089749697982047,19.873896332162012,-16.61187531041163,-43.66780220761724,-39.76556433089099,5.181035717233579e-10,3.3036699714442124
cc_align,25,gov,25,bible,7.402340187190189,4.047707156999451,0.36101912189350754,5.149330380729303,6.324493600787199,4.498636627134068,3.0400565789083207,-6.219279708834633,-7.592233455094883,0.27977822596162677,-6.594806195259451,1.3863429359929047,-2.943501492209093,3.924328314025877e-11,0.09251755551707962
cc_align,25,gov,25,gov,14.811419919435272,7.91088309962473,9.865915892150841,10.207356372285682,7.555315395629265,-0.5546719689738197,-6.385607410384258,19.473824074659348,20.960006979075043,-2.5837297283039695,-17.713397008930972,13.418390668933082,8.068874315741299,1.5766857557832398e-09,0.035057847140677945
cc_align,25,gov,50,flores,16.84507311913427,-4.4736305794860165,-8.282221871995393,9.004546803541341,0.1891542020078218,-10.550766759587992,-12.607401905233502,-5.403284100506576,-11.586276779303361,12.293833547045422,-0.25550185391304425,9.306271936937897,7.200675265379337,5.398116390306649e-09,2.2998681498551092
