c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
15.550745793388822,0.3340622240817809,-3.6736225766427735,2.98095909193856,8.511554556631058,1.995494674745073,3.9858287331667337,-11.830784055458254,50.457883670801735,12.874831459050329,12.89607388010756
