,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],0.04082482904638879,[0.0],1.992788481810601,[1.0],5.511351921262276
kfold,[0.5],0.16050402367124253,[0.5],2.3947067764638668,[0.5],7.445463248063629
