c0,c1,c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
469.0303369535417,0.0168432302073055,-1.4973542880663453,-186.26235556713922,-30.722667809019647,22.04877495247208,-186.46359046601532,-44.22724425546812,1.1193383834773463,-37.5307683318635,75.23297535059514,74.43927573700054,-155.20990466227286,54.99915093293949,146.29093291024145,-312.5909775770149,-72.11076247578362,144.53985148037552,-20.03185578005341,55.67261697278159,41.44385348244551,6.5144971191652346,6.590386864076042
