c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
9.457566151398153,0.013033076432347397,-18.452551195198964,-1.257319671389291,1.8515620888972537,-3.7217355447108864,-1.0752053750137087,-0.6483077554724592,1.1233749392568249,0.44652194558241964,5.71086030017233,-10.995729691931967,-11.188297078975525,-3.65489223787077,-1.2646463428769341,4.7343543361928955,4.824189295040427
