train set,train set size,c0,c1,c2,rmse,kfold rmse
gov,1,2.5769676531775314,-1.4442512551203408,-0.15674387746018328,8.60686165340155,8.86797081000137
gov,10,5.074588276273171,-1.8247926547697946,-7.812043315515201e-09,14.399162557526,14.931979553699263
gov,25,5.472573090953427,-1.9176709545627615,-1.3493607320033304e-07,15.896090866358962,16.32660544111832
gov,50,5.736558430476783,-1.2848522545753436,-0.47121352253242427,17.588477984832238,18.455269340223698
bible,1,1.7865202224531462,-8.90528817737158e-09,-1.2028112664739523,8.046571014725979,8.01246833352589
bible,10,3.0275958968990215,-0.4922604315073619,-0.9351644302423263,12.667428031733259,12.544661363761891
bible,25,3.3712767567350723,-1.5363310794249396,-0.2858766656191812,14.460369100062463,14.344917609239683
