train set,test set,language to,c0,c1,rmse,kfold rmse
gov,flores,ka,3.0204405745422376,0.776227323972764,2.013254309258556,8.153137816128577
gov,flores,gu,8.27375494546589,0.7825932906542333,1.6253784043057848,6.46853006995781
gov,flores,hi,7.9316910676925945,0.6392037241294153,1.811436097268498,3.271949827637382
gov,flores,si,4.24813198451994,0.5595177544659624,1.1839928018278334,2.221150278257315
gov,flores,ta,2.4581010988936565,0.5683069192471722,0.6847556655758821,1.0896638727321786
gov,bible,ka,-0.6028931439972822,0.27513043108295904,0.15495109577314742,0.35266338803245084
gov,bible,gu,1.3831571231250455,0.38921508330380894,0.11778030602873915,0.2937892557085355
gov,bible,hi,0.4444506578074582,0.3102018715883797,0.4315584274962301,0.7197448802048176
gov,bible,si,-0.7745386020105518,0.21191659508568186,0.027430716495306047,0.03338505681909986
gov,bible,ta,-0.7468683434756171,0.21656118768015878,0.05880488994204456,0.060984703616457706
gov,gov,ka,15.502135733399472,0.9420153262573541,4.677163665534945,23.78909595536428
gov,gov,gu,23.850363806255142,0.8445522132408791,2.420122951729403,10.527640082428553
gov,gov,hi,23.30579608931039,0.7008189257845454,3.5111923234343934,6.718369430236277
gov,gov,si,28.66488281268256,0.8129161641251287,5.874938820248667,11.935967130631518
gov,gov,ta,24.21395445722344,0.7503052663925202,4.117574954308441,7.694544755363663
bible,flores,ka,-0.4186205976458237,0.3101247485172832,0.12478260689253963,0.1529799684042316
bible,flores,gu,1.162838558439659,0.3622158187461586,0.23660860549584534,0.5877062765251606
bible,flores,hi,0.5537203411212879,0.2608526758415256,0.08720766915431613,0.10709655685381547
bible,flores,si,-0.14417679930600966,0.23351294444913406,0.09381135544039836,0.11536411308847343
bible,flores,ta,-0.1879939645004501,0.24551086554776344,0.01986675098083234,0.024414208865704504
bible,bible,ka,13.531241580413738,0.8545324023072781,2.390430017978885,2.9877463413820537
bible,bible,gu,16.718815325450723,0.7856358091186922,1.5627473573789257,6.211042665865727
bible,bible,hi,19.160159387932392,0.8184489568480986,1.695198748935211,2.1133686617337863
bible,bible,si,23.082293082384563,0.8726801257522108,2.6414607531818106,3.305715863006919
bible,bible,ta,17.148678725813234,0.8446301105925137,1.988076679079711,2.482937215825726
bible,gov,ka,-0.6903174152088695,0.16589780675030327,0.017912989949207404,0.022130610287719274
bible,gov,gu,0.2506341052647124,0.30954645565968636,0.07768875688426165,0.17945830727549208
bible,gov,hi,0.07263706925969383,0.1889371759582302,0.12981279423002043,0.16011573390834694
bible,gov,si,-0.5849606555221952,0.12828387439890546,0.02957413474306076,0.03666910644606489
bible,gov,ta,-0.6849606553874757,0.12828387434812105,0.02957413474306075,0.03666910644606489
