train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,9.828414764548313,0.0054574426278808,-0.00022624803854204355,0.00037876355438648545,3.752451138180761,-2.1852896463981383e-09,0.0005611398903503802,14.734728708429822,14.76619836176428
bible,7.0576931022158425,0.000286446271481922,2.4366594557220484e-05,0.0015113562130496844,0.0019601600106857477,-3.3975706206763704e-09,-0.0002966688437357972,12.27152008530534,12.273636231090965
