train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,-11.754399952445768,-6.581777501402641,-26.575420426883458,-11.123390251576888,0.7155417527999332,0.7572582107015096
gov,1,bible,-7.072367631345269,-2.193925947988986,-2.8473665117811686,-6.604512992337725,0.17888543819998304,0.1893145488569121
gov,1,gov,33.535814348004486,26.601350438166136,-46.03241633034001,1.824926064769777,1.2745587471749966,1.348866206313122
gov,10,flores,-30.150758172107977,-27.424074792842198,-22.7789319836971,-25.201431419898544,0.13416407864998803,0.14198591164904442
gov,10,bible,-12.231470706621788,-7.678740926845904,-7.592976769818077,-9.559163706796388,0.31304951684997145,0.3313004678535788
gov,10,gov,74.61945528236238,36.74825964221483,-40.81225279830685,21.551568719033074,1.162755348299893,1.2305445875094652
gov,25,flores,-33.38828529645837,-29.89224154449433,-24.20261522010175,-29.45960425639445,0.11180339887499008,0.1183215956619904
gov,25,bible,-12.910786726960813,-7.404500086915998,-8.067538521344336,-10.862685833663557,0.4248529157249598,0.449622063515571
gov,25,gov,84.60632084997235,42.23307509558876,-47.45610790424798,25.027628375121,1.6994116628998372,1.798488254062281
gov,50,flores,-4.381497756190139,-36.74826014990376,-9.491221581027997,3.3727888427707406,3.4603868934745984e-13,1.4839403362537683e-13
gov,50,bible,-2.4547024258689825,-10.421148400719465,0.9491221581028997,1.3845902421074994,9.469276084269677e-15,2.018856444535345e-15
gov,50,gov,40.83993463652779,70.20563133116148,-82.57362775495454,-39.09556163121646,3.074551615526461e-13,1.5108852150618045e-12
bible,1,flores,-3.0361838487122426,-1.0969629895494217,-4.745610790514945,-3.302256521943106,0.2041241452319315,0.40824829046386313
bible,1,bible,43.533444166146445,19.19685231711473,-55.049085169970105,19.29213020714073,0.2041241452319308,0.4082482904590869
bible,1,gov,-2.760837920301222,-1.6454444843241305,-3.7964886324119616,-2.259438672908433,0.1224744871391589,0.24494897427831774
bible,10,flores,-6.161800154134075,-2.7424074738735373,-3.7964886324119638,-6.778316018725296,0.12247448713915893,0.24494897427831858
bible,10,bible,67.06270931889297,24.681667264794523,-54.09996301133306,29.198899772812073,0.6531972647421814,1.3063945294843657
bible,10,gov,-5.44546769060151,-3.016648179191048,-5.220171713997217,-4.779581811271216,0.1837117307087385,0.36742346141739374
bible,25,flores,-6.484278456371945,-3.0166482212609202,-2.3728061872665362,-7.386626285629719,0.15652475842498967,0.16565023289435854
bible,25,bible,74.97510128560904,26.05287100150668,-53.625401932223696,32.2404518322981,0.6484597134749402,0.6862652568246135
bible,25,gov,-6.728754242468229,-3.016648222401104,-4.271049631789948,-6.343808611879725,0.15652475842498514,0.16565023392678935
