c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
22.66394488230816,1.9899053396325828,-105.41849915441092,56.3316867317204,-0.4175858319952357,-8.064710728816472,0.8939358276621123,1.8622719214260992,-1.9483713589365814,1.6806004826054566,4.305556873930641,4.367197709693835
