train set size,c0,c1,rmse,kfold rmse
1,7.173057805621399,2.12096303320315e-09,8.122621694018237,8.125330439068684
10,13.268231735934588,-4.746532162974035e-10,13.552366752265156,13.557065231159621
25,15.153212295083973,2.261216081956868e-08,15.175929439068575,15.18107617432942
50,19.518959731426442,3.3795639410820146e-08,17.23194863409381,17.36819619436629
