c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
3.9448597141577353,1.0952818723669228e-09,0.0010409844897916578,3.4099857580775867,2.9285852064267535,14.049412638537323,14.023247017550235
