c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
33.514688762718535,0.32560481320435747,-0.0027512828137195543,-67.91112480548901,13.976217714697428,-2.3634984767312983,23.83738835398556,13.060378061546926,-9.24198400084174,-19.03493665024075,4.792706701100985,4.751197444822667
