train set,train set size,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,5.455431995039429,-5.949498816109026e-10,0.028810675350060842,8.737049185541718,8.94056714907305
gov,10,13.7131084604439,-4.0845359499626157e-10,8.346397278894932e-08,14.262548156454287,14.626087759425106
gov,25,15.95389182249223,8.23349558123479e-06,5.497735793984411e-07,15.62874536057133,15.915379741389712
gov,50,16.36863521642713,2.4781742405005268e-09,0.00956775363317688,17.525849306638065,18.126068328350158
bible,1,3.77458816060842,-2.934584843466241e-09,1.252501721126798e-06,8.20810602085902,8.093295999290461
bible,10,7.517910162266943,-8.018610707179243e-09,0.006133477909860795,12.713838747957919,12.512628051382494
bible,25,9.453385678688155,-7.187022159988975e-10,1.0836405765320745e-08,14.412733738779496,14.38698210003543
