train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,0.29422713467015627,230.01631884935236,-855.0879906098988,792.239553649503,2.306662384123356,2.3427538891028226
10,15.67943378580251,246.0113874469489,-1085.4415651763338,1070.6717877098786,3.149289709416338,3.1819756660270024
25,20.867380365341013,240.50469366625043,-1112.419274131665,1108.6794349773638,3.3280698659532217,3.363773437204628
50,58.60812734972519,-156.04542809628458,95.78867360495255,5.815908192248113,2.2630539029906793,2.4467691240321
