c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-0.9995778315622346,26.72319948003633,-50.77381569344368,32.918862182161305,-1.4916241727978528,0.0,0.0,0.0,0.0,0.0,0.0,6.7301815694107665,6.800131519761021
