c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
21.57020761340713,23.049459581915592,-11.957924196576323,-3.6635898112064558,11.139743279859102,6.330081413456579,-1.2954231186193463,-1.7231049993702745,-24.579868893185846,0.6808411335945713,12.90795883667373,12.952673515694489
