c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
17.73910077217914,0.3708191939699077,-1.4980448113194893,2.6025129239524696,0.6335923757378974,-0.057346497092423655,-1.8299733203728392,-2.2275995607947414,-3.748681496621906,3.120799967813435,0.6078045156565216,-3.6116972020336937,-13.552751631018952,-10.202708482407836,-8.034922125060673,6.520764700488266,6.59255579852214
