c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
28.67963813897293,0.5951036388414329,18.500436000001613,-352.15194336462935,390.30376705184733,8.639685609484532,-9.998027774128294,0.2867123316099719,3.4214169718381258,-24.23763185312783,3.1444597297162136,4.197009140447634,4.359284306101903
