train set size,c0,c1,rmse,kfold rmse
1,4.723092739079983,1.4535258151990386e-06,8.498567721749586,8.45255496796911
10,10.832640476473243,-1.2097696600844868e-09,13.776872294288486,13.711170632144626
25,12.70738036350055,4.896847973272199e-09,15.379730278265228,15.283178686704005
50,17.245987967744583,-4.036826255246965e-10,17.387447409057778,17.989179622519483
