train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,5.254445902210289,-3.2225597247385824e-09,-1.4888420877703457,8.760957186441173,9.092220093726933
1,gov,7.843837402796167,-9.69588695405333e-09,-1.7412921699824956e-06,9.840511993628324,9.734357235453016
10,flores,3.87857472709707,-9.422032053732424e-09,-0.5627311652508892,6.039768346225227,5.751115134799635
10,bible,10.252459538300245,-7.990282481246341e-09,-2.6369627696386564,13.302019596773546,13.743144748510224
10,gov,14.939787175809837,-1.159833702711315e-08,-0.7906430729629388,17.126475933891474,16.96631837211583
25,flores,4.916705759538357,-7.75234733470414e-09,-1.353914669067957,6.916212500952446,6.635304172843492
25,bible,12.499416612074425,-7.927388968003766e-09,-2.66427748245712,15.10244992444832,15.526468690520407
25,gov,17.209031153832154,-9.615042474424655e-09,-0.4391672187964583,18.986896482533172,18.824528021296853
50,flores,7.014754015430237,-5.900598838285885e-09,-5.681224827384243,3.4721501452027232,2.828888251088997
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.49052549228801,-1.9885650320806677e-06,-1.8227199055928456e-08,6.04679840480699,6.9588681831600985
