c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
37.28586899846615,0.18811160832169674,-68.53927263839303,19.131447355569705,13.02774319805696,-1.177286454366122,3.619851746270773,-25.710779547895267,7.125449850395816,4.548298999974508,4.578565694764228
