c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
2.97677840740366,0.07748333094045522,-0.016486742794730537,0.007638385737088409,1.1277125164038528,0.02161261257984273,-8.494368326813409e-10,2.5196268231094248,2.108189903385063,1.7378961927809422,14.117965991931781,14.14627665661017
