model,pareto,rawlsian,gov,bible
linear,False,False,14.480146726259711,12.024322875877507
poly2,False,False,14.479823779270236,12.023513901771407
poly3,False,False,14.47922396087311,12.024058202872029
exp,True,True,14.477374067318522,12.022345717554131
log,False,False,14.486870420037835,12.026924508898029
power,False,False,14.480614721133822,12.02759500353697
hmult,False,False,14.488243339412747,12.027760780063623
