train set,c0,c1,c2,rmse,kfold rmse
gov,2.751052065712264,-8.984056637743665e-09,-1.4886997388837961,14.551683702963206,14.608092568196247
bible,1.9782886136294402,-6.714241342005645e-09,-1.2662375444581189,12.08701154576589,12.079759218197568
