c0,"c1,1","c1,2","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
34.795651929611715,16.55711971296985,-7.966754778959147,-106.39466461065199,57.64821767720392,2.952518053841099,-13.399062517377839,2.5446207263950322,1.2702040679250348,-13.346946435250823,5.3403754098874225,4.334513777940032,4.3840867767015315
