,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-1.0, 1.0]",0.0,[0.0],1.2344805164929966,[1.0],3.514661077365704
kfold,[0.5],0.001628624877206364,[-0.5],2.2694580226051793,[0.0],8.823772842809543
