c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
9.954023505581622,-4.6387656503946784e-09,7.445923003524733e-06,2.2430051678346515e-05,-5.071038967670082e-06,-1.1583820077688302e-07,1.021375117152674e-06,13.959056440105192,13.892314730659283
