c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3",rmse,kfold rmse
3.3351136949154085,1.5329033492652846e-05,-2.0638447293118614e-07,-4.031792929130221e-07,4.236437999571354e-07,1.1706703277990035e-07,4.572842311417259e-08,0.9238662612452696,4.872653784297954e-06,5.227160562929222e-08,2.717130638480451,2.1609459205933574,1.6603801044901914,1.659876208746138e-07,7.287841169962132e-08,1.590065052659666e-06,14.046476777969747,14.040227199577316
