train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,12.461495416061217,-2.555062121300752e-10,-0.0017282039666058444,14.727242350817003,14.755932608613845
bible,4.851268445161308,2.2979731815132722,-5.122131077526113e-10,12.290089606051493,12.248842681149743
