c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
7.8163027953305475,1.9640270400079494e-06,-7.026600874119858e-07,6.477098892980451e-06,4.6737982339054e-07,3.02564536072954,1.0078057562927594e-05,5.722252701090671e-08,2.1057967215817635e-06,13.96776901953595,13.93844507901773
