model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,True,False,5.750722718305986,1.5546692660802637,7.625165261587068,1.167891140193032,5.67830566895286,0.8305036160411924
poly2,True,False,4.307376354835764,1.286235314673805,6.483583995063016,1.1630136927405832,5.298927058061334,0.95701158294206
poly3,True,False,3.789384159914965,1.428747294163565,7.9670542504315796,0.9798969939779836,5.328143207628726,0.7365932769427171
exp,False,False,5.218856970669659,2.271685619876913,7.666700585521552,2.237409216035368,5.67024329542911,1.3576941236277535
log,True,True,4.383399197833013,1.56114320765935,5.296239914791478,1.4686720321964484,4.460873347520794,1.3576941236277535
power,True,False,4.418700377342188,2.271685619876913,5.915690757747891,2.237409216035368,4.9954543626085846,1.3576941236277535
hybrid_mult,True,False,5.323707752062021,1.568615808780326,7.037224845012084,1.4116184564770562,5.422791223317519,0.7505553499465134
