,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-1.0, -0.5, 0.0, 0.5, 1.0]",0.04082482904638634,[-0.5],2.227216009452435,[0.5],5.6020393136872695
kfold,[1.0],0.05773502691890161,[1.0],2.294084454967109,[-0.5],5.6689824753524105
