model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,True,False,5.1989421940232114,1.3247996983700416,9.816565566543506,0.9957244654956616,7.103840803124375,0.7424796605312809
poly2,True,True,5.202826075611257,1.3244016954531008,9.814853985834215,0.9957153878709366,7.107377123680271,0.7424454890576984
poly3,True,False,5.200259984866548,1.3245573177211625,9.816505032741627,0.9957281927325672,7.111416788386831,0.7423100390463417
exp,True,False,5.047425046615859,1.3246165393828857,9.83224942840289,0.9956293448110554,7.094711792196608,0.7423126161339314
log,True,False,4.964017470731223,1.2047914605508598,9.822659920941842,0.853729428975261,7.131916289876005,0.6545686305082875
power,True,False,4.955580079810759,1.0479016684240516,9.835077842696172,0.7520619887855396,7.136754761569836,0.5830768007342921
hmult,True,False,4.958751558635719,1.0734505004854582,9.82692423912547,0.7848170218565095,7.1784173020172215,0.7280655224076951
