train set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,35.30926155999543,17.21548465897144,11.663436107736384,1.8479971555298518,-8.105600751111295,-36.16947309086755,8.363131144911756,14.373594581519948,14.423371758473431
bible,15.62099179691089,10.649820261863157,7.899614071101647,-0.7146934746770944,-0.5410163997314917,-21.66390004629104,13.650965668661915,11.96767456843215,11.996017264325108
