c0,"c1,1","c1,2",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
6.86222908177868,0.4580887368017957,-0.004748056270948832,-3.6394713981423363,3.0914819657330868,1.3418930570098204,0.5488584454059569,2.5993043500288966,0.9087364965345631,0.27032841840169225,0.130855372127216,-1.2869603150113522,-1.2284713588584601,2.8968134012515865,1.0284352741931821,0.22548455111124263,1.699918827941937,-2.9462915916674035,-7.127860499626708,1.266482692205442,0.06316206157528721,-0.10776843982466967,12.910933165119918,12.959449012043597
