language to,c0,c1,c2,rmse,kfold rmse
ka,36.16259232675412,0.07830565920437862,-58.94122092396268,4.0133645466993215,4.062538393486234
gu,39.92160856596691,0.053897088841598065,-62.46054312524601,4.567990338720559,4.637816655778357
hi,41.72409683559846,0.054007229840943916,-69.52907528912375,3.1445907521223706,3.181005597107227
si,49.2321436235803,0.04318994255509813,-81.83280145173752,4.803752264488307,4.842459975051901
ta,39.48540978593931,0.05430873127688569,-64.15679315793204,4.181675484887895,4.230236122189135
